datetime	content	title	channels
2020-05-17 16:45:17	【北京市副市长卢彦：将在疫苗研发上狠下工夫】北京市副市长、北京新冠肺炎疫情防控工作领导小组办公室主任、医疗保障组组长卢彦会上介绍《关于加强首都公共卫生应急管理体系建设的若干意见》。他表示，科技在防控中发挥重要作用。在摸底排查中，大数据发挥了重要作用。下一步，在研发疫苗的过程中，科技将发挥重要作用。北京将深化大数据应用，在疫苗和药物研发上狠下工夫。（新京报）		疫情
2020-05-17 16:43:24	  【江苏开展防疫物资产品质量和市场秩序专项整治行动】江苏省市场监管局会同省发改委等七部门联合开展防疫物资产品质量和市场秩序专项整治行动。对疫情发生以来新注册产品、新批准企业以及信息提示风险较高的产品加大抽检力度；对不符合相关质量标准的出口产品，追溯经销商、生产企业以及认证检验检测、价格收费各个环节。本次专项整治行动查处的各类违法违规行为，还将纳入企业信用记录，加强行刑衔接，实施联合惩戒。		行业
2020-05-17 16:42:21	  【北京：强化科技支撑 优化生物安全领域科研力量布局】5月17日下午，北京市举行新型冠状病毒肺炎疫情防控工作第107场新闻发布会。会上，北京市发布了《关于加强首都公共卫生应急管理体系建设的若干意见》。按照《意见》的要求，北京市将强化科技支撑。优化生物安全领域科研力量布局，强化疫情防治科技储备，统筹协调各方科研力量，发挥中关村企业作用，加强核心技术攻关，抓紧诊断试剂、药物、疫苗和医疗装备研发。（央视新闻）		其他
2020-05-17 16:41:48	 【商务部新闻发言人就美出台出口管制新规应询发表谈话：中方将采取一切必要措施，坚决维护中国企业的合法权益】商务部新闻发言人表示，中方注意到美方发布的针对华为公司的出口管制新规。中方对此坚决反对。美方动用国家力量，以所谓国家安全为借口，滥用出口管制等措施，对他国特定企业持续打压、遏制，是对市场原则和公平竞争的破坏，是对国际经贸基本规则的无视，更是对全球产业链供应链安全的严重威胁。这损害中国企业利益，损害美国企业利益，也损害其他国家企业的利益。中方敦促美方立即停止错误做法，为企业开展正常的贸易与合作创造条件。中方将采取一切必要措施，坚决维护中国企业的合法权益。		焦点
2020-05-17 16:41:23	  中海壳牌惠州三期乙烯项目签约，总投资额约56亿美元。		公司
2020-05-17 16:32:35	  【全球最重要的股票指数要大换血了？】标普500指数可能是世界上受关注最多的指数，有分析师指出，约30家企业面临被剔除出标普500指数成分股的风险。		市场 国际
2020-05-17 16:25:21	  【金溢科技：股东权益变动 公司实际控制人变更】金溢科技(002869)5月17日晚间公告，股东罗瑞发、刘咏平、杨成、王明宽、李娜、李朝莉出具《声明》，确认《一致行动协议》5月14日到期后不会续签，原一致行动关系亦相应解除。本次权益变动后，罗瑞发及其控股的敏行电子合计持有公司股份3020万股，未发生变化，占公司总股本的25.06%，公司实际控制人变更为罗瑞发。		公司
2020-05-17 16:25:01	英国预算责任办公室（OBR）官员CHOTE：更高水平的政府债务并不一定意味着更高程度的财政紧缩。		国际
2020-05-17 16:23:02	  【华为鲁勇：全力支持中国运营商建设全球最好的5G网络】针对世界电信日主题，华为中国区总裁鲁勇表示，华为将凭借自身在5G领域产品与解决方案的能力，全力支持中国运营商建设全球最好的5G网络。同时，华为聚焦数字包容、安全可信、绿色环保、和谐生态四大可持续发展战略，以ICT技术持续为客户创造价值，助力经济发展和社会进步。（证券时报）		公司
2020-05-17 16:21:04	  北京市政府新闻发言人：此次疫情防控，首都公共卫生应急管理体系总体上经受住了考验。（北京日报）		疫情
2020-05-17 16:19:29	  【北京：坚持更严要求加强全国两会期间疫情防控和服务保障】北京市人民政府新闻发言人徐和建介绍，当前境外疫情形势严峻复杂，国内防反弹任务艰巨繁重。北京要坚持更高标准、更严要求，落实驻地属地责任，加强全国两会期间疫情防控和服务保障工作。		疫情
2020-05-17 16:18:20	  天奥电子：高管黄浩等7人拟减持不超过总股本1.23% 。		公司
2020-05-17 16:15:44	【北京已连续31天实现“双零”增长】今天下午，在北京市新型冠状病毒肺炎疫情防控工作新闻发布会上，市委宣传部副部长、市政府新闻办主任、市政府新闻发言人徐和建说，5月16日北京无新增报告确诊病例、疑似病例和无症状感染者，北京已经连续31天实现境外输入和本地确诊病例“双零”增长，首都新冠肺炎疫情防控工作持续稳定向好态势进一步得到巩固。		疫情
2020-05-17 16:15:21	  【中信证券：A股依然处于本轮二季度慢涨通道中】中信证券秦培景团队认为，A股依然处于本轮二季度慢涨的通道中。美国对华为限制升级影响市场情绪，但实际冲击有限。国内政策力度不减，预计“两会”会明确增长目标和财政宽松力度，同时强化逆周期政策预期，并推动要素市场化改革和重点产业政策落地。金融和周期等权重股估值依然偏低，宽松的宏观流动性环境下，指数下行的风险和空间较小。A股依然处于本轮慢涨的窗口中，配置上，中信证券依然建议以新旧基建和科技龙头（5G、云计算、新能源车等）为主线，其中短期可以重点关注“两会”舆情支撑的基建板块；同时继续布局前期受疫情压制的优质滞涨品种。		观点
2020-05-17 16:12:45	  五天四板未名医药提示风险：近日在科创板上市申请获得受理的科兴生物制药股份有限公司，其控股股东为深圳科益医药控股有限公司，该公司与公司无股权关系。		公司 焦点
2020-05-17 16:12:12	  【多家以色列媒体密集报道中国大使“突然去世”，中国使馆尚未证实】以色列《耶路撒冷邮报》、《以色列时报》等多家媒体刚刚消息称，以色列外交部官员证实，中国驻以大使杜伟于当地时间17日早晨被发现死在其位于特拉维夫郊区赫兹利亚的官邸中。目前暂未看到中国驻以色列大使馆证实此事。 报道称，警察目前正在就死因进行调查。 报道还称，中国驻以色列大使馆表示目前暂无法确认相关报道。 中国驻以色列大使馆官网显示，杜伟现年57岁，自2020年2月起任中国驻以色列国特命全权大使。（环球网）		其他
2020-05-17 16:08:49	  德国累计新冠肺炎确诊病例从175233例增至175752例，死亡病例从7897例上升到7947例。		国际 疫情
2020-05-17 16:08:09	  【上海金融科技产业联盟正式成立】由上海国际集团倡议发起、接受央行上海总部等指导的上海金融科技产业联盟今日正式成立。联盟包含外汇交易中心、上交所、国泰君安、商汤等40多家成员单位。上海市委常委、副市长吴清为联盟揭牌。上海市政府副秘书长陈鸣波、人民银行上海总部、上海银保监局、上海证监局、市金融局、市国资委、市经信委、市科委和虹口区委区政府领导出席仪式。在会上，央行上海总部还正式启动上海金融科技创新监管试点工作。		其他
2020-05-17 16:06:30	运达科技：拟通过发行股份及支付现金方式购买其持有的运达电气100%的股权，其中通过发行股份支付交易对价的60%，通过现金支付交易对价的40%，股票停牌。		公司
2020-05-17 16:03:35	  印度马哈拉施特拉邦延长封锁措施至5月31日。		国际
2020-05-17 16:01:21	  【我国开通5G基站超20万个】工业和信息化部副部长陈肇雄17日在2020年世界电信和信息社会日大会上表示，我国5G商用加快推进，目前已开通5G基站超过20万个。中国电信副总经理刘桂清在会上表示，中国电信积极推动与中国联通5G共建共享，加快5G网络建设，并一直坚持SA独立组网引领，去年底已在深圳实现5G独立组网全球首发商用。（新华社）		其他
2020-05-17 15:53:29	 【海通策略：市场的核心矛盾是基本面】海通策略研报称，市场近期表现略显疲态，根本原因在于当前市场核心矛盾是基本面。市场估值处于低位，流动性环境宽松，影响行情的核心因素是盈利，3月19日以来阶段性反弹还需回撤震荡，源于目前数据偏弱。展望全年，企业盈利有望填平Q1深坑，即正增长，但仍需跟踪后续政策和疫情控制情况，6-7月是个验证期。中期坚定信心，短期保持耐心，步步为营，外需不足内需来补，先聚焦新基建和消费，中期科技和券商更优。		观点
2020-05-17 15:51:55	  埃及卫生部：埃及从世界银行获得5000万美元用于抗击新冠病毒。		国际
2020-05-17 15:48:08	  【粤港澳正商讨互认检疫措施和病毒检测】香港特区政府食物及卫生局局长陈肇始17日表示，香港、广东、澳门之间有联防联控的机制。目前，三地正在商讨现有新冠肺炎检疫措施和病毒检测怎样互认、何时做到互认、互认的方法等议题。陈肇始指出，如果商讨出具体的做法及实施时间，便会对公众发布。（新华社）		疫情
2020-05-17 15:47:53	【北京提高养老机构补贴标准，每人每月增加500元】 北京市民政局今日（5月17日）召开新闻发布会，发布《关于应对疫情影响促进养老服务机构持续健康发展通知》。通知明确，将提高养老机构运营补贴标准，2020年2月、3月和4月，在现有运营补贴标准的基础上，按照实际收住老年人的数量，每人每月增加500元补贴。		其他
2020-05-17 15:46:56	【黑龙江对普通食品冒充特医食品行为开展专项监督检查工作】 为切实保障婴幼儿身体健康和生命安全，国家市场监管总局办公厅印发了《关于开展固体饮料、压片糖果、代用茶等食品专项整治的通知》，黑龙江省市场监管局连夜进行安排部署，决定自5月15日起，在全省范围内开展固体饮料等普通食品冒充特医食品行为专项监督检查工作。（新京报）		行业
2020-05-17 15:44:27	  【国家卫健委：未发现因复工复产带来疫情反弹或扩散事件发生】国家卫健委职业健康司副司长谢杨表示，为了解企业复工复产疫情防控措施落实情况，严防复工复产导致聚集性疫情发生，近期国家卫健委组织开展了专项检查。通过检查发现，绝大多数企业防控措施落实情况较好，能够满足复工复产后疫情防控需要，没有发现企业因复工复产带来疫情反弹或者扩散事件的发生。		疫情
2020-05-17 15:39:55	  【姜超：买黄金，抗贬值】海通宏观姜超发文称，历史数据显示，纸币对黄金在持续贬值，哪怕最为坚挺的美元也不例外，尤其是在危机时期。而新冠肺炎疫情对于全球而言又是一次重大的危机，为了应对危机，全球央行开启了史无前例的放水模式，带来了大面积的货币超发与贬值。在这样的背景下，无法印刷的黄金应是资产保值的重要选择。		观点
2020-05-17 15:35:57	  俄罗斯过去24小时新增新冠肺炎确诊病例9709例，累计281752例。		国际 疫情
2020-05-17 15:31:02	  【拉美新冠疫情快速蔓延巴西病例数升至全球第四】据新华社报道，拉美和加勒比地区新冠疫情16日仍处于快速上升阶段。巴西累计病例数已超过西班牙和意大利，位列全球第四。泛美卫生组织主任卡丽萨·艾蒂安警告，目前加勒比地区国家纷纷计划开放边境迎接游客，但应做好应对疫情二次暴发的准备。		国际 疫情
2020-05-17 15:29:25	【多地出台退养野生动物补偿方案，对贫困户另有帮扶政策】 截至今天（5月17日），湖南、广东、江西等多地已出台陆生野生动物人工繁育主体退出补偿及动物处置方案，支持陆生野生动物养殖户转产，并对禁食陆生野生动物人工繁育主体中贫困户和边缘户出台了精准帮扶政策。		行业
2020-05-17 15:23:37	  【马骏：是否应该搞“财政赤字货币化”？没必要大动干戈】央行货币政策委员会委员马骏发表文章指出，对当下的中国来说，虽然疫情对经济和财政收支造成了短期的冲击，但从二季度开始，经济复苏势头已经相当明显，财政收支情况也会逐步好转。即使今年我国要比去年多发一些国债、特别国债和地方政府专项债，其规模并不会太离谱，完全可以在现有的财政与金融之协同框架下有序进行。没有必要大动干戈，以增加长期经济金融风险为代价，打破好不容易建立起来的“央行不得对政府财政透支、不得直接认购政府债券”的法律底线和对财政行为约束的最后一道防线。		观点
2020-05-17 15:19:51	  【国家卫健委回应吉林舒兰疫情：疫情防控仍存在薄弱环节】国家卫健委疾控局监察专员王斌表示，吉林舒兰疫情提示疫情防控还有薄弱环节。个别地区存在麻痹松懈思想，部分群众个人防护措施有所放松。承担入境人员转运集中隔离点的防护意识和防护能力有待提高。核酸检测范围也需要进一步扩大，尤其对重点人群要做到“应检尽检”。（新京报）		焦点 疫情
2020-05-17 15:19:19	【德邦物流新增2家对外投资 均为全资控股】 天眼查数据显示，近日，德邦物流股份有限公司新增两条对外投资，被投公司分别为宁波德楚供应链管理有限公司及宁波德汉供应链管理有限公司，认缴出资额各为5000万人民币，均为100%持股。从成立时间来看，两家公司都成立于2019年8月，经营范围均为供应链管理服务、建筑工程施工、物业服务、房屋租赁、场地租赁，两家公司的原股东均为天津德基物流管理有限公司。		公司
2020-05-17 15:12:16	  【钟南山：中国尚未建立起新冠免疫警惕第二波疫情】“中国仍然面临新冠第二波疫情的挑战。”钟南山院士日前在接受外媒视频连线采访时警告称。他还表示，所有的政府都应该真实地披露疫情数据。随着中国疫情得到大范围的控制，生活逐步回归正常，企业复工复产，学校复学，一些人放松了对疫情防控的警惕。对此，钟南山院士表示，中国不应该骄傲自满，因为第二波疫情的风险仍然很大。（一财）		焦点 疫情
2020-05-17 15:10:27	【国家卫健委：全国尚在医学观察的无症状感染者数量连续15天下降】 国务院联防联控机制今天（17日）下午继续举行新闻发布会。会上，国家卫健委新闻发言人米锋通报了我国新冠肺炎疫情防控的最新情况。米锋介绍，5月16日，全国尚在医学观察的无症状感染者数量连续15天下降，黑龙江省现有病例全部治愈出院。近3日，本土新增确诊病例9例，均来自已隔离观察的密切接触者。要实施更加精准、管用的措施，加快排查、隔离、收治工作，坚决遏制疫情反弹、扩散。		疫情
2020-05-17 14:45:32	  *ST银鸽：因涉嫌信披违规，收到中国证监会立案调查通知书。		公司
2020-05-17 14:34:12	  广汽集团董事长曾庆洪表示，他将在今年两会上主要围绕如何加快粤港澳大湾区新能源汽车产业集群建设提出建议。（一财）		行业
2020-05-17 14:33:06	【广东省官方报告详解房地产发展趋势】 广东省统计局日前发布了一份《广东房地产开发规模、结构与效益研究》报告。 报告分析，一方面，信贷资金过度集中于房地产业，一旦出现房价大幅下降的情况，将严重影响银行稳健经营，并有可能给社会稳定带来隐患；另一方面，在信贷资源有限的情况下，房地产业的 “虹吸效应”会对小微企业、先进制造业、科创企业等造成挤出效应。而且，在房价“只涨不跌”的预期下，更易滋生投机行为， 使资金继续“脱实向虚”，流向房地产市场，这无疑不利于新旧动能转换和供给侧结构性改革。		行业
2020-05-17 14:29:59	  【波多黎各340万人今年11月将公投：要不要做美国第51州】据美国广播公司（ABC）17日报道，美国海外属地波多黎各将于（今年）11月举行一次不具约束力的全民公投，以决定其是否应该成为美国一个州。这也将是波多黎各围绕与美地位关系问题举行的第六次公投。		国际
2020-05-17 14:25:58	印度财长西塔拉曼：印度将把新的破产申请程序推迟至多一年；将公布破产框架以保护小企业。在新的破产法之下，因新冠病毒疫情而产生的债务将不会被视为违约；非战略性行业的公共行业公司将被私有化。		国际
2020-05-17 14:25:06	  安图生物：新型冠状病毒（2019-nCoV）IgM 抗体检测试剂盒（磁微粒化学发光法）和新型冠状病毒（2019-nCoV）IgG 抗体检测试剂盒（磁微粒化学发光法）取得医疗器械注册证书。		公司
2020-05-17 14:12:28	  永鼎股份：拟定增募资不超过6亿元，将用于投资年产20万芯公里特种光纤项目、5G承载网光器件核心芯片研发基地建设项目和补充流动资金。		公司
2020-05-17 14:05:43	  【清华大学五道口金融学院理事长吴晓灵：央行没有必要在一级市场直接购买政府债券】清华大学五道口金融学院理事长吴晓灵17日撰文指出，近日大家对财政赤字货币化有许多的讨论，应该从理论、逻辑和实证上考虑这样两个问题：1）什么是财政赤字货币化；2）用什么方法弥补财政赤字。结论是：中国市场仍有一定的政府债券容纳能力，中国人民银行没有必要在一级市场直接购买政府债券，应该通过公开市场买卖政府债券向市场提供必要的流动性支持。		观点
2020-05-17 13:58:58	  【中国商务部原副部长：中国今年有望成全球第一大市场】中国商务部原副部长魏建国近日接受中新社记者专访时预计，今年中国消费规模有望达到45万亿元（人民币），成为全球第一大市场；吸收外资也有望超过去年。在他看来，如果中国能抓住直播带货等新业态、新模式涌现带来的机遇，不仅能够提振消费增长，对推动消费升级，实现高质量发展也有好处。他预计，2020年中国外贸走势将“前低后高”：二季度持续恢复，三季度比较高，四季度实现“翘尾”。		宏观
2020-05-17 13:57:51	  【资金聚焦半导体板块，“聪明钱”已提前布局】4月以来4只半导体类ETF涨幅均超26%，其他科技类ETF也涨势喜人。近日，美国商务部发布公告，计划限制华为使用美国技术和软件在美国境外设计和制造半导体的能力。面对“卡脖子”，半导体国产化替代的呼声再度高涨。中信证券指出，国内半导体板块核心逻辑是十年维度的自主可控，除中芯国际等芯片制造企业外，还可关注国产替代相关设备、在基金经理看来，从未来几年的维度看，科技股的行情远未结束，5G和新能源是两条重要主线。（中证网）		市场
2020-05-17 13:35:21	  【重医团队在新冠病毒T细胞免疫研究取得突破性进展】从重庆医科大学获悉，该校免疫研究中心金艾顺教授团队在该校新型冠状病毒（SARS-CoV-2）应急项目攻关中，在特异性T淋巴细胞研究方面又取得突破性进展。这一突破为后续进一步新冠肺炎疫苗研发和T细胞免疫治疗奠定了基础。（科技日报）		其他
2020-05-17 13:33:40	  【恒指拟修改编撰方法能否纳入中资科技股受瞩目】拥有50多年历史的香港恒生指数正迎来一次重要转变，可能会决定其能否摆脱全球股市估值洼地的局面。恒生指数有限公司将于明天盘后宣布有关指数编撰方法的市场咨询结果，议题包括恒指定位、是否将同股不同权及二次上市公司纳入指数选股范围、恒指中金融行业比重等。本次咨询结果关系到恒指能否为纳入阿里巴巴、美团点评等重量级中资科技股铺平道路，因而广受瞩目。		市场
2020-05-17 13:17:20	  【天翼云推出云游戏能力平台 宣布入局5G云游戏市场】中国电信在线发布“天翼云游戏能力平台”，正式宣布向游戏产业链合作伙伴提供游戏开发测试、游戏云化适配、游戏内容发行、游戏运营支撑、游戏产业资本对接等各类生态合作服务。中国电信云计算分公司总经理胡志强会上表示，天翼云将全面开放“云网一体”的差异化优势能力，并正式进军云游戏赛场。（新京报）		公司
2020-05-17 13:12:18	  【中国联通：已与中国电信在全国31省开通5G共建共享】中国联通副总经理范云军表示，根据双方签署的5G网络共建共享协议，中国联通和中国电信在站址和频谱资源上进行了共建共享，截至4月，已累计开通5G基站10万个，在全国31省开通5G共建共享，实现了50多个城市的5G正式商用。双方将力争在2020年完成全国25万个基站建设任务。		公司
2020-05-17 13:00:28	特朗普将在当地时间上午10:00（北京时间22:00）在福克斯新闻接受采访。		国际
2020-05-17 12:58:38	  【吉林市丰满区全面加强疫情防控：城乡居民原则上不能离开本市】丰满发布微信公众号5月17日消息，吉林市丰满区全面加强疫情防控实行严格管控措施的通告。经丰满区新冠肺炎疫情防控工作领导小组研究决定，自2020年5月17日起，在全区实施严格管控措施。城乡居民原则上不能离开本市，确需前往外地的，须持48小时内自费核酸检测阴性报告并严格自我隔离后，方可登记出城。强化药店、诊所管控，域内药店停止销售“一退两抗”药品（退热、抗病毒、抗生素类药品），个体诊所全部关停。		疫情
2020-05-17 12:57:57	【斯里兰卡新冠肺炎确诊病例升至960例 新增25例】据斯里兰卡卫生部门统计，截至当地时间5月17日早晨，该国新冠肺炎累计确诊病例升至960例。与前一日数据相比共新增病例25例，当地媒体报道称，其中23例为海军人员。所有病例中共有520例治愈，9例死亡。另有106人正在医院接受观察。（央视新闻）		国际 疫情
2020-05-17 12:57:20	  吉林市丰满区全面加强疫情防控：城乡居民原则上不能离开本市。（澎湃）		焦点 疫情
2020-05-17 12:56:48	  【中国疫苗行业协会：疫苗瓶可年产80亿支，生产无瓶颈】近日有媒体称，即便近期新冠疫苗真的上市了，就算产量足够，也不可能做到人手一支，因为全球储存疫苗所需的玻璃小瓶面临严重不足问题。5月17日中国疫苗行业协会给出权威回应，明确表示我国疫苗瓶年产量至少可达80亿支以上，完全能够满足新冠疫苗的生产需求。根据全球新冠疫苗研发进度，疫苗瓶生产企业目前拥有充足的准备时间和产能基础，只要新冠疫苗研发成功，确定了包装产品的形式和规格型号，疫苗瓶生产企业可以迅速释放产能，持续有序地满足市场需求。		行业
2020-05-17 12:50:25	  泰国报告新增3例新冠肺炎确诊病例，总计3028例。		国际 疫情
2020-05-17 12:47:01	  美国洛杉矶市中心爆炸初步原因查明，最初发生起火的建筑物是一家供应“丁烷蜂蜜油（大麻油）”分销商店铺。		国际
2020-05-17 12:33:59	  【香港财政司司长陈茂波：当前香港经济仍然严峻】17日，香港财政司司长陈茂波发表文章说，经历了20多天零本地确诊个案后，上星期再次出现了数宗本地确诊个案，为香港正在好转的疫情添上不确定性。当前，香港经济仍然严峻，上季GDP按年下降8.9%，是有记录以来最差的数据。另外，3月份的失业率已升至4.2%，估计4月份失业率将无可避免会更大幅度攀升。政府早前宣布推出810亿港元“保就业”计划，通过向雇主提供有限度的财政支持，协助他们保留员工。计划将于下星期接受申请，相信可一定程度缓解失业情况。（央视）		观点
2020-05-17 12:33:02	【阿富汗新增349例新冠肺炎确诊病例 累计6402例】据阿富汗公共卫生部当地时间16日发布消息，过去24小时阿富汗新增349例新冠肺炎确诊病例。截至目前，阿富汗新冠肺炎确诊病例累计达6402例，其中死亡167例，治愈778例。（央视新闻）		国际 疫情
2020-05-17 12:21:22	  【中国联通在线举行国企开放日 31个分公司直播带货】中国联通国企开放日活动在线上举行。此次活动也是国有企业第一次以全线上方式举行国企开放日，除了主题展示外，5月17日全天，31个省级分公司的团队都将走进直播间，为定点扶贫县农产品代言，助力脱贫攻坚。		公司
2020-05-17 12:20:16	  美国洛杉矶市消防部门发布消息称，因爆炸导致的该市火灾被扑灭，11名消防人员受伤。（卫星新闻）		国际
2020-05-17 12:19:28	【中国电信：5G边缘计算和切片管理系统已开展预商用部署】中国电信副总经理刘桂清在讲话中表示，在5G技术创新方面，中国电信在5G的MEC（边缘计算）和5G切片的关键技术上，已经取得了一些阶段性的成效，自研的边缘计算（MEC）系统和切片管理系统已经在现网开展了预商用。刘桂清还透露，中国电信加大了云网融合关键核心技术的科研攻关，并取得了阶段性的成效，如自主研发的SDN编排器、物联网云化赋能平台、云虚拟化基础设施管理平台、面向对象的分布式存储系统等。（新京报）		公司
2020-05-17 12:18:56	  【外媒：特斯拉弗里蒙特工厂获批重启】媒体获悉的一份邮件显示，特斯拉告知其员工，公司已经收到了重启工厂的批准。此前加利福利亚州的一个县拒绝其重启计划之后，CEO马斯克威胁称，公司将把总部和未来项目迁出加州。公司称，阿拉米达县的临时卫生官已经批准公司弗里蒙特工厂的重启计划和安全措施。目前特斯拉和阿拉米达县均未作出回应。		公司
2020-05-17 12:12:03	  哈萨克斯坦国家紧急状态保障委员会下属行动指挥部发布消息称，哈累计确诊新冠病毒感染超6000例，过去24小时新增感染307例。（卫星新闻）		国际 疫情
2020-05-17 12:10:59	【吉林近3天完成核酸检测送检超4万人份】吉林省卫建委主任刘奇志介绍目前流调和排查工作最新进展情况，“我们全力加快核酸检测样本采集速度，通过相关工作人员夜以继日的共同努力，全市核酸检测样本采集工作进展迅速，近3天完成核酸检测样本采集送检40101人份。目前，流调和排查工作仍在进行中，希望广大市民和社会各界继续支持配合我们的工作。”（新京报）		疫情
2020-05-17 12:01:58	  【贾康：财政三剑齐发剑指新基建，数字经济须做好制度安排】中国财政科学研究院研究员贾康指出，为应对疫情，中国财政三剑齐发（提高赤字率、进一步加大专项地方债规模、发行特别国债）将在本月两会上做出具体的明朗化部署，他认为，财政“三剑齐发”可用资金的重点将放在新基建上。在他看来，新基建的升级将为数字经济新一轮蓬勃发展提供基础支撑，此次疫情如果没有数字经济的支持，中国经济或遭遇难以想象的冲击。贾康强调，新一轮数字经济发展需要做好制度建设，打造高标准的法治化营商环境。（21财经）		观点
2020-05-17 11:59:02	【印度新增新冠肺炎确诊病例4987例 累计90927例】据印度卫生部17号上午发布的消息，截至当地时间上午8点(北京时间10点半），确诊病例24小时增加了4987例，累计90927例，其中死亡病例2872人，治愈出院34109人。（央视新闻）		国际 疫情
2020-05-17 11:55:09	【第6届中国-南亚博览会因疫情防控需要取消】中国-南亚博览会暨中国昆明进出口商品交易会执行委员会近日发布消息，鉴于当前全球疫情形势严峻复杂，为做好疫情防控工作，决定今年取消举办第6届中国-南亚博览会暨第26届中国昆明进出口商品交易会、第3届中国-南亚合作论坛，从明年开始视情况按原有举办周期安排。（新华社）		行业
2020-05-17 11:43:06	  特斯拉告知其员工，公司重新开放工厂的申请获得县政府批准。		公司 焦点
2020-05-17 11:39:35	  【绿地集团下属营销部负责人被实名举报 公司回应：正在调查】知名房企、世界500强的绿地集团陷入舆论漩涡，举报线索除了曝光高管与下属保持不正常关系，还涉及挪用国有公款以及洗钱等严重违纪问题。对此，绿地集团纪检监察室紧急回应，针对信件反映的相关情况，按照内部相关规定，正在由集团京津冀事业部纪检监察部门调查核实中。（证券时报）		公司
2020-05-17 11:38:21	【法国经济复苏仍需时日】从5月11日开始逐步实施“解封”计划以来，法国有40万家企业和商户率先“松绑”，成为与病毒共存的重启先锋。不过在新冠肺炎疫情持续影响社会生活的状态之下，法国经济的复苏之路仍需要时日。（央视新闻）		国际 疫情
2020-05-17 11:20:45	【德国一科研核反应堆发生轻微核泄漏】德国慕尼黑理工大学15日在官网发布消息说，其运营的一座科研核反应堆发生轻微核泄漏，但该事件不会对人类健康造成影响。这座代号为FRM II的科研核反应堆位于慕尼黑附近的小镇加尔兴。（新华社）		国际
2020-05-17 11:16:54	【疫情迫使95%定期航班停飞 加拿大航空将裁员至少2万人】加拿大航空公司在一份发给员工的电子邮件声明中说，疫情迫使其停飞95%的定期航班，预计短期内客流量难以恢复，因此决定裁员50%至60%。加拿大航空现有大约3.8万名员工，裁员决定6月7日起生效。受新冠疫情影响，今年第一季度亏损7.48亿美元2019年同期盈利3.45亿美元。（新华社）		国际
2020-05-17 11:09:01	【上海市副市长陈群：线上线下教育深度融合发展是趋势】“疫情期间采取的线上教育这一形式，让我有很多的体会，尽管这是非常时期的非常举措，无法替代线下教育，但是无形中推动了中国线上教育的发展，而且大家也看到了线上教育所具有的独特优势。”全国政协常委、民盟中央副主席、上海市副市长、民盟上海市委主委陈群认为，未来的趋势应该是线下线上教育的深度融合发展，这已经成为教育界的共识，但对于未来应该怎么做，现在还处在见仁见智的讨论阶段。（中新网）		观点
2020-05-17 11:05:39	【中国联通：已累计开通5G基站10万个】中国联通副总经理范云军5月17日表示，在5G基础设施方面，中国联通和中国电信已正式签署了5G网络共建共享协议，双方在站址和频谱资源上进行共建共享，力争2020年完成全国25万基站建设任务。截止4月，已累计开通5G基站10万个，在全国31省开通5G共建共享，实现了50多个城市的5G正式商用。		公司
2020-05-17 11:01:08	【中国广电：尝试5G技术、内容平台与商用模式的组合创新】5月17日，中国广电副总经理曾庆军在2020年世界电信和信息社会日活动上发言表示，中国广电重点围绕传播内容和传播流程方面发力，尝试5G技术、内容平台与商用模式的组合创新。将从视频内容和科创文创出发，做好大小屏融合、多屏/跨屏服务，提供超高清4K/8K、虚拟/增强现实VR/AR、物联网等新业务新业态。		行业
2020-05-17 10:59:15	  【我国3月份以来已出口509亿只口罩】海关总署17日发布数据显示，3月1日至5月16日，全国共验放出口防疫物资价值1344亿元。其中，口罩509亿只；防护服2.16亿件；护目镜8103万副；新型冠状病毒检测试剂盒1.62亿人份；呼吸机7.27万台；病员监护仪17.7万台；红外测温仪2643万件；外科手套10.4亿双。防疫物资主要出口目的地为美国、德国、日本、法国、意大利。一般贸易占94％，价值1263亿元。中国防疫物资的出口，为国际社会共同抗击疫情提供了支持和保障，体现了负责任大国担当。（新华视点）		其他
2020-05-17 10:55:05	  工业和信息化部副部长陈肇雄：持续加强5G、大数据、人工智能、工业互联网等新一代信息通信技术创新突破和辐射渗透。立足提升数字基础设施等新基建的支撑能力，促进产业数字化和数字产业化，推动5G加快发展，力争2020年底实现全国所有地级市覆盖5G网络，促进“5G+”垂直行业融合应用。		行业
2020-05-17 10:52:58	【中兴通讯：全力参与落实“新基建”战略举措】今天是世界电信日，中兴通讯总裁徐子阳发表致辞表示，作为5G龙头企业，中兴通讯将全力参与落实“新基建”这项战略举措。首先，从核心技术、芯片、算法、架构等方面加强创新，应对5G网络成本挑战，构建灵活切片、智能运营的网络能力，加快5G在移动通讯及各行业的普及应用。其次，开展构建业务使能平台、创新实践、生态建设等行动，激发5G应用创新，助力各行业数字化转型。		公司
2020-05-17 10:52:15	  据央视新闻：印度最大贫民窟新增53例新冠肺炎确诊病例，累计1198例。		国际 疫情
