ts_code	trade_date	close	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv
300559.SZ	20200831	21.53	1.3309	2.9491	0.75	41.9537	37.7988	8.4579	14.7552	14.4373	0.2934	0.9289	39953.0242	29574.203	13346.4602	860188.611	636732.5906
300559.SZ	20200828	21.53	1.6986	3.764	0.92	41.9537	37.7988	8.4579	14.7552	14.4373	0.2934	0.9289	39953.0242	29574.203	13346.4602	860188.611	636732.5906
300559.SZ	20200827	21.77	1.1763	2.6065	0.6	42.4213	38.2201	8.5522	14.9197	14.5983	0.2902	0.9187	39953.0242	29574.203	13346.4602	869777.3368	643830.3993
300559.SZ	20200826	21.3	2.3589	5.2271	1.17	41.5055	37.395	8.3676	14.5976	14.2831	0.2966	0.939	39953.0242	29574.203	13346.4602	850999.4155	629930.5239
300559.SZ	20200825	22.23	1.9682	4.3613	0.75	43.3177	39.0277	8.7329	15.235	14.9067	0.2842	0.8997	39953.0242	29574.203	13346.4602	888155.728	657434.5327
300559.SZ	20200824	22.7	1.6602	3.6787	0.53	44.2335	39.8529	8.9176	15.5571	15.2219	0.2783	0.8811	39953.0242	29574.203	13346.4602	906933.6493	671334.4081
300559.SZ	20200821	22.58	2.1012	4.6561	0.63	43.9997	39.6422	8.8704	15.4748	15.1414	0.2798	0.8857	39953.0242	29574.203	13346.4602	902139.2864	667785.5037
300559.SZ	20200820	22.11	1.7628	3.9062	0.46	43.0839	38.817	8.6858	15.1527	14.8263	0.2857	0.9046	39953.0242	29574.203	13346.4602	883361.3651	653885.6283
300559.SZ	20200819	22.4	2.5957	5.7518	0.66	43.649	39.3262	8.7997	15.3515	15.0207	0.282	0.8929	39953.0242	29574.203	13346.4602	894947.7421	662462.1472
300559.SZ	20200818	23.21	5.0423	11.1732	1.28	45.2273	40.7482	9.1179	15.9066	15.5639	0.2722	0.8617	39953.0242	29574.203	13346.4602	927309.6917	686417.2516
300559.SZ	20200817	23.66	4.2967	10.0464	1.27	46.1042	43.6092	10.2118	16.215	15.6186	0.267	0.8453	39953.0242	29574.2029	12648.542	945288.5526	699725.6406
300559.SZ	20200814	23.5	2.9704	6.9452	0.95	45.7924	43.3143	10.1427	16.1053	15.5129	0.2688	0.8511	39953.0242	29574.2029	12648.542	938896.0687	694993.7682
300559.SZ	20200813	23.06	4.1072	9.6032	1.6	44.9351	42.5033	9.9528	15.8038	15.2225	0.2739	0.8673	39953.0242	29574.2029	12648.542	921316.7381	681981.1189
300559.SZ	20200812	21.68	3.3766	7.895	1.57	42.246	39.9598	9.3572	14.858	14.3115	0.2914	0.9225	39953.0242	29574.2029	12648.542	866181.5647	641168.7189
300559.SZ	20200811	22.32	4.8841	11.4198	3.11	43.4931	41.1394	9.6334	15.2966	14.734	0.283	0.8961	39953.0242	29574.2029	12648.542	891751.5001	660096.2087
300559.SZ	20200810	21.32	1.557	3.6406	0.95	41.5445	39.2962	9.2018	14.6113	14.0739	0.2963	0.9381	39953.0242	29574.2029	12648.542	851798.4759	630522.0058
300559.SZ	20200807	20.91	1.6955	3.9642	0.96	40.7455	38.5405	9.0248	14.3303	13.8032	0.3021	0.9565	39953.0242	29574.2029	12648.542	835417.736	618396.5826
300559.SZ	20200806	21.33	1.3306	3.1111	0.7	41.5639	39.3147	9.2061	14.6182	14.0805	0.2962	0.9376	39953.0242	29574.2029	12648.542	852198.0062	630817.7479
300559.SZ	20200805	21.45	1.2937	3.0249	0.64	41.7978	39.5358	9.2579	14.7004	14.1597	0.2945	0.9324	39953.0242	29574.2029	12648.542	856992.3691	634366.6522
300559.SZ	20200804	21.56	1.9629	4.5897	0.97	42.0121	39.7386	9.3054	14.7758	14.2323	0.293	0.9276	39953.0242	29574.2029	12648.542	861387.2018	637619.8145
300559.SZ	20200803	21.6	1.9269	4.5053	0.88	42.0901	39.8123	9.3226	14.8032	14.2587	0.2925	0.9259	39953.0242	29574.2029	12648.542	862985.3227	638802.7826
300559.SZ	20200731	21.33	2.3608	5.5198	1.05	41.5639	39.3147	9.2061	14.6182	14.0805	0.2962	0.9376	39953.0242	29574.2029	12648.542	852198.0062	630817.7479
300559.SZ	20200730	20.9	1.9729	4.613	0.83	40.726	38.5221	9.0205	14.3235	13.7966	0.3023	0.9569	39953.0242	29574.2029	12648.542	835018.2058	618100.8406
300559.SZ	20200729	21.62	1.9066	4.4579	0.77	42.129	39.8492	9.3313	14.8169	14.2719	0.2922	0.9251	39953.0242	29574.2029	12648.542	863784.3832	639394.2667
300559.SZ	20200728	21.01	1.9885	4.6494	0.74	40.9404	38.7248	9.068	14.3988	13.8692	0.3007	0.9519	39953.0242	29574.2029	12648.542	839413.0384	621354.0029
300559.SZ	20200727	20.45	2.7809	6.5022	1.12	39.8492	37.6927	8.8263	14.0151	13.4996	0.3089	0.978	39953.0242	29574.2029	12648.542	817039.3449	604792.4493
300559.SZ	20200724	21.01	2.635	6.1609	1.1	40.9404	38.7248	9.068	14.3988	13.8692	0.3007	0.9519	39953.0242	29574.2029	12648.542	839413.0384	621354.0029
300559.SZ	20200723	22.76	2.5111	5.8714	1.03	44.3505	41.9504	9.8233	15.5982	15.0244	0.2776	0.8787	39953.0242	29574.2029	12648.542	909330.8308	673108.858
300559.SZ	20200722	23.53	2.4197	5.6576	1.0	45.8509	43.3696	10.1556	16.1259	15.5327	0.2685	0.85	39953.0242	29574.2029	12648.542	940094.6594	695880.9942
300559.SZ	20200721	23.4	3.0907	7.2266	1.22	45.5976	43.13	10.0995	16.0368	15.4469	0.27	0.8547	39953.0242	29574.2029	12648.542	934900.7663	692036.3479
300559.SZ	20200720	22.85	1.7141	4.0079	0.58	44.5258	42.1163	9.8622	15.6599	15.0839	0.2765	0.8753	39953.0242	29574.2029	12648.542	912926.603	675770.5363
300559.SZ	20200717	22.65	2.2763	5.3222	0.65	44.1361	41.7476	9.7758	15.5228	14.9518	0.2789	0.883	39953.0242	29574.2029	12648.542	904935.9981	669855.6957
300559.SZ	20200716	22.4	2.7411	6.4092	0.7	43.649	41.2868	9.6679	15.3515	14.7868	0.282	0.8929	39953.0242	29574.2029	12648.542	894947.7421	662462.145
300559.SZ	20200715	23.59	2.2787	5.328	0.51	45.9678	43.4802	10.1815	16.167	15.5724	0.2678	0.8478	39953.0242	29574.2029	12648.542	942491.8409	697655.4464
300559.SZ	20200714	24.2	3.6279	8.4825	0.76	47.1565	44.6045	10.4448	16.5851	15.975	0.261	0.8264	39953.0242	29574.2029	12648.542	966863.1856	715695.7102
300559.SZ	20200713	25.14	3.9028	9.1252	0.82	48.9882	46.3371	10.8505	17.2293	16.5955	0.2513	0.7955	39953.0242	29574.2029	12648.542	1004419.0284	743495.4609
300559.SZ	20200710	25.0	4.9679	11.6157	1.04	48.7154	46.0791	10.7901	17.1333	16.5031	0.2527	0.8	39953.0242	29574.2029	12648.542	998825.605	739355.0725
300559.SZ	20200709	23.9	4.7299	11.0593	0.99	46.5719	44.0516	10.3153	16.3795	15.777	0.2643	0.8368	39953.0242	29574.2029	12648.542	954877.2784	706823.4493
300559.SZ	20200708	22.75	4.9526	11.5798	1.13	44.331	41.932	9.819	15.5913	15.0178	0.2777	0.8791	39953.0242	29574.2029	12648.542	908931.3006	672813.116
300559.SZ	20200707	23.03	5.4454	12.7321	1.51	44.8766	42.448	9.9398	15.7832	15.2027	0.2743	0.8684	39953.0242	29574.2029	12648.542	920118.1473	681093.8928
300559.SZ	20200706	21.63	3.83	8.9551	1.22	42.1485	39.8676	9.3356	14.8238	14.2785	0.2921	0.9246	39953.0242	29574.2029	12648.542	864183.9134	639690.0087
300559.SZ	20200703	21.08	4.8727	11.3932	2.03	41.0768	38.8539	9.0982	14.4468	13.9154	0.2997	0.9488	39953.0242	29574.2029	12648.542	842209.7501	623424.1971
300559.SZ	20200702	21.89	4.807	11.2395	2.68	42.6552	40.3468	9.4478	15.0019	14.4501	0.2886	0.9137	39953.0242	29574.2029	12648.542	874571.6997	647379.3015
300559.SZ	20200701	21.28	3.0297	7.0839	1.89	41.4665	39.2225	9.1845	14.5839	14.0475	0.2969	0.9398	39953.0242	29574.2029	12648.542	850200.355	629339.0377
300559.SZ	20200630	21.22	1.4381	3.3626	0.82	41.3496	39.1119	9.1586	14.5428	14.0079	0.2977	0.9425	39953.0242	29574.2029	12648.542	847803.1735	627564.5855
300559.SZ	20200629	20.85	1.4863	3.4751	0.73	40.6286	38.4299	8.9989	14.2892	13.7636	0.303	0.9592	39953.0242	29574.2029	12648.542	833020.5546	616622.1305
300559.SZ	20200624	21.17	1.2479	2.9179	0.56	41.2522	39.0198	9.1371	14.5085	13.9748	0.2984	0.9447	39953.0242	29574.2029	12648.542	845805.5223	626085.8754
300559.SZ	20200623	21.2	1.7681	4.1342	0.77	41.3106	39.075	9.15	14.5291	13.9947	0.298	0.9434	39953.0242	29574.2029	12648.542	847004.113	626973.1015
300559.SZ	20200622	21.29	2.0829	4.8702	0.89	41.486	39.2409	9.1889	14.5907	14.0541	0.2967	0.9394	39953.0242	29574.2029	12648.542	850599.8852	629634.7797
300559.SZ	20200619	20.7	2.1663	5.0653	0.98	40.3363	38.1535	8.9342	14.1864	13.6646	0.3052	0.9662	39953.0242	29574.2029	12648.542	827027.6009	612186.0
300559.SZ	20200618	20.55	2.9393	6.8725	1.51	40.044	37.877	8.8695	14.0836	13.5656	0.3074	0.9732	39953.0242	29574.2029	12648.542	821034.6473	607749.8696
300559.SZ	20200617	21.19	2.252	5.2655	1.22	41.2911	39.0566	9.1457	14.5222	13.9881	0.2981	0.9438	39953.0242	29574.2029	12648.542	846604.5828	626677.3595
300559.SZ	20200616	21.54	2.0078	4.6947	1.24	41.9732	39.7017	9.2968	14.7621	14.2191	0.2933	0.9285	39953.0242	29574.2029	12648.542	860588.1413	637028.3305
300559.SZ	20200615	21.45	2.3593	5.5163	1.67	41.7978	39.5358	9.2579	14.7004	14.1597	0.2945	0.9324	39953.0242	29574.2029	12648.542	856992.3691	634366.6522
300559.SZ	20200612	22.07	1.469	3.4348	1.15	43.0059	40.6786	9.5255	15.1253	14.569	0.2862	0.9062	39953.0242	29574.2029	12648.542	881763.2441	652702.658
300559.SZ	20200611	21.91	1.6641	3.891	1.53	42.6941	40.3837	9.4564	15.0156	14.4633	0.2883	0.9128	39953.0242	29574.2029	12648.542	875370.7602	647970.7855
300559.SZ	20200610	21.72	1.7239	4.0308	1.76	42.3239	40.0335	9.3744	14.8854	14.3379	0.2909	0.9208	39953.0242	29574.2029	12648.542	867779.6856	642351.687
300559.SZ	20200609	21.8	0.9121	2.1327	0.85	42.4798	40.1809	9.409	14.9403	14.3907	0.2898	0.9174	39953.0242	29574.2029	12648.542	870975.9276	644717.6232
300559.SZ	20200608	21.79	1.3064	3.0545	1.03	42.4603	40.1625	9.4047	14.9334	14.3841	0.2899	0.9179	39953.0242	29574.2029	12648.542	870576.3973	644421.8812
300559.SZ	20200605	22.16	0.806	1.8847	0.58	43.1813	40.8445	9.5643	15.187	14.6284	0.2851	0.9025	39953.0242	29574.2029	12648.542	885359.0163	655364.3363
300559.SZ	20200604	21.95	0.6935	1.6215	0.47	42.7721	40.4574	9.4737	15.0431	14.4897	0.2878	0.9112	39953.0242	29574.2029	12648.542	876968.8812	649153.7537
300559.SZ	20200603	22.09	1.1921	2.7874	0.78	43.0449	40.7155	9.5341	15.139	14.5822	0.286	0.9054	39953.0242	29574.2029	12648.542	882562.3046	653294.1421
300559.SZ	20200602	22.33	1.3631	3.187	0.83	43.5126	41.1578	9.6377	15.3035	14.7406	0.2829	0.8957	39953.0242	29574.2029	12648.542	892151.0304	660391.9508
300559.SZ	20200601	22.7	2.3064	5.3928	1.63	44.2335	41.8398	9.7974	15.5571	14.9848	0.2783	0.8811	39953.0242	29574.2029	12648.542	906933.6493	671334.4058
300559.SZ	20200529	21.49	1.3343	3.1197	0.89	41.8757	39.6096	9.2752	14.7278	14.1861	0.294	0.9307	39953.0242	29574.2029	12648.542	858590.4901	635549.6203
300559.SZ	20200528	20.85	1.2477	2.9174	0.87	40.6286	38.4299	8.9989	14.2892	13.7636	0.303	0.9592	39953.0242	29574.2029	12648.542	833020.5546	616622.1305
300559.SZ	20200527	21.04	1.3452	3.1452	0.98	40.9988	38.7801	9.081	14.4194	13.889	0.3003	0.9506	39953.0242	29574.2029	12648.542	840611.6292	622241.229
300559.SZ	20200526	21.64	1.955	4.571	1.64	42.168	39.886	9.3399	14.8306	14.2851	0.2919	0.9242	39953.0242	29574.2029	12648.542	864583.4437	639985.7508
300559.SZ	20200525	20.79	1.1805	2.7603	0.93	40.5117	38.3194	8.973	14.2481	13.724	0.3039	0.962	39953.0242	29574.2029	12648.542	830623.3731	614847.6783
300559.SZ	20200522	21.46	1.7896	4.1844	1.72	41.8173	39.5543	9.2622	14.7072	14.1663	0.2944	0.932	39953.0242	29574.2029	12648.542	857391.8993	634662.3942
300559.SZ	20200521	33.46	1.3859	3.2405	0.86	43.4671	41.1148	8.8626	15.2875	14.7252	0.2832		26635.3495	19716.1353	8432.3615	891218.7943	659701.8871
300559.SZ	20200520	34.49	1.5565	3.6394	0.95	44.8051	42.3805	9.1354	15.7581	15.1785	0.2747		26635.3495	19716.1353	8432.3615	918653.2043	680009.5065
300559.SZ	20200519	34.99	1.5494	3.6228	1.0	45.4547	42.9948	9.2679	15.9865	15.3985	0.2708		26635.3495	19716.1353	8432.3615	931970.879	689867.5741
300559.SZ	20200518	34.75	2.3236	9.2316	1.7	45.1429	42.6999	9.2043	15.8769	15.2929	0.2727		26635.3495	19716.1353	4962.4937	925578.3951	685135.7017
300559.SZ	20200515	33.99	1.2077	3.9538	0.62	44.1556	41.7661	9.003	15.5296	14.9584	0.2788		26635.3495	16246.2675	4962.4937	905335.5295	552210.6323
300559.SZ	20200514	34.14	2.0136	6.592	1.0	44.3505	41.9504	9.0427	15.5982	15.0244	0.2776		26635.3495	16246.2675	4962.4937	909330.8319	554647.5725
300559.SZ	20200513	34.13	2.022	6.6197	0.97	44.3375	41.9381	9.0401	15.5936	15.02	0.2776		26635.3495	16246.2675	4962.4937	909064.4784	554485.1098
300559.SZ	20200512	33.69	1.3027	4.2648	0.53	43.7659	41.3974	8.9235	15.3926	14.8264	0.2813		26635.3495	16246.2675	4962.4937	897344.9247	547336.7521
300559.SZ	20200511	33.59	1.7513	5.7334	0.61	43.636	41.2746	8.8971	15.3469	14.7824	0.2821		26635.3495	16246.2675	4962.4937	894681.3897	545712.1253
300559.SZ	20200508	33.51	2.6347	8.6254	0.84	43.532	41.1763	8.8759	15.3103	14.7472	0.2828		26635.3495	16246.2675	4962.4937	892550.5617	544412.4239
300559.SZ	20200507	32.8	2.3931	7.8346	0.75	42.6097	40.3038	8.6878	14.9859	14.4347	0.2889		26635.3495	16246.2675	4962.4937	873639.4636	532877.574
300559.SZ	20200506	33.19	2.3337	7.6401	0.62	43.1163	40.783	8.7911	15.1641	14.6064	0.2855		26635.3495	16246.2675	4962.4937	884027.2499	539213.6183
300559.SZ	20200430	33.12	3.0859	10.1028	0.92	43.0254	40.697	8.7726	15.1322	14.5756	0.2861		26635.3495	16246.2675	4962.4937	882162.7754	538076.3796
300559.SZ	20200429	33.67	4.0082	13.1222	1.47	43.7399	41.3729	8.9182	15.3834	14.8176	0.2814		26635.3495	16246.2675	4962.4937	896812.2177	547011.8267
300559.SZ	20200428	33.07	3.916	12.8203	1.76	42.9605	40.6356	8.7593	15.1093	14.5536	0.2865		26635.3495	16246.2675	4962.4937	880831.008	537264.0662
300559.SZ	20200427	31.25	2.5156	8.2355	1.26	40.5961	38.3992	8.2773	14.2778	13.7526	0.3032		26635.3495	16246.2675	4962.4937	832354.6719	507695.8594
300559.SZ	20200424	31.86	5.2929	10.2209	4.27	41.3886	39.1488	8.4388	14.5565	14.0211	0.2974		26635.3495	16246.2675	8413.219	848602.2351	517606.0826
300559.SZ	20200423	31.67	1.0223	1.9741	0.8	41.1417	41.1417	8.7473	14.4697	14.4697	0.2992		26635.3495	16246.2675	8413.219	843541.5187	514519.2917
300559.SZ	20200422	31.88	0.9019	1.7416	0.64	41.4146	41.4146	8.8053	14.5656	14.5656	0.2972		26635.3495	16246.2675	8413.219	849134.9421	517931.0079
300559.SZ	20200421	31.88	1.405	2.7132	0.94	41.4146	41.4146	8.8053	14.5656	14.5656	0.2972		26635.3495	16246.2675	8413.219	849134.9421	517931.0079
300559.SZ	20200420	31.89	1.3581	2.6226	0.85	41.4275	41.4275	8.8081	14.5702	14.5702	0.2971		26635.3495	16246.2675	8413.219	849401.2956	518093.4706
300559.SZ	20200417	31.75	1.5086	2.9132	0.88	41.2457	41.2457	8.7694	14.5062	14.5062	0.2985	0.2985	26635.3495	16246.2675	8413.219	845672.3466	515818.9931
300559.SZ	20200416	31.78	1.2506	2.415	0.57	41.2846	41.2846	8.7777	14.5199	14.5199	0.2982	0.2982	26635.3495	16246.2675	8413.219	846471.4071	516306.3812
300559.SZ	20200415	31.61	1.5697	3.0311	0.72	41.0638	41.0638	8.7308	14.4423	14.4423	0.2998	0.2998	26635.3495	16246.2675	8413.219	841943.3977	513544.5157
300559.SZ	20200414	31.55	1.8262	3.5264	0.8	40.9859	40.9859	8.7142	14.4148	14.4148	0.3003	0.3003	26635.3495	16246.2675	8413.219	840345.2767	512569.7396
300559.SZ	20200413	31.02	1.8493	3.571	0.89	40.2973	40.2973	8.5678	14.1727	14.1727	0.3055	0.3055	26635.3495	16246.2675	8413.219	826228.5415	503959.2179
300559.SZ	20200410	31.78	2.0532	3.9648	1.04	41.2846	41.2846	8.7777	14.5199	14.5199	0.2982	0.2982	26635.3495	16246.2675	8413.219	846471.4071	516306.3812
300559.SZ	20200409	31.8	3.6338	6.6494	2.53	68.3508	41.8332	8.8066	21.6913	14.5291	0.298	0.298	26635.3495	16246.2675	8878.4975	847004.1141	516631.3065
300559.SZ	20200408	30.26	1.5139	2.7703	1.14	65.0407	39.8073	8.3801	20.6409	13.8255	0.3131	0.3131	26635.3495	16246.2675	8878.4975	805985.6759	491612.0546
300559.SZ	20200407	30.88	2.3908	4.3747	2.32	66.3734	40.6229	8.5518	21.0638	14.1087	0.3069	0.3069	26635.3495	16246.2675	8878.4975	822499.5926	501684.7404
300559.SZ	20200403	28.85	0.8327	1.5236	0.83	62.0101	37.9524	7.9897	19.6791	13.1812	0.3285	0.3285	26635.3495	16246.2675	8878.4975	768429.8331	468704.8174
300559.SZ	20200402	28.61	1.5215	2.784	1.83	61.4942	37.6367	7.9232	19.5154	13.0716	0.3312	0.3312	26635.3495	16246.2675	8878.4975	762037.3492	464805.7132
300559.SZ	20200401	28.25	0.921	1.6852	1.07	60.7204	37.1631	7.8235	19.2698	12.9071	0.3354	0.3354	26635.3495	16246.2675	8878.4975	752448.6234	458957.0569
300559.SZ	20200331	28.3	0.9512	1.7405	0.89	60.8279	37.2289	7.8373	19.3039	12.9299	0.3348	0.3348	26635.3495	16246.2675	8878.4975	753780.3909	459769.3703
300559.SZ	20200330	28.62	0.9227	1.6883	0.75	61.5157	37.6499	7.926	19.5222	13.0762	0.3311	0.3311	26635.3495	16246.2675	8878.4975	762303.7027	464968.1759
300559.SZ	20200327	29.36	0.6986	1.2783	0.49	63.1063	38.6233	8.1309	20.0269	13.4143	0.3227	0.3227	26635.3495	16246.2675	8878.4975	782013.8613	476990.4138
300559.SZ	20200326	29.56	0.6699	1.2259	0.38	63.5361	38.8864	8.1863	20.1634	13.5056	0.3206	0.3206	26635.3495	16246.2675	8878.4975	787340.9312	480239.6673
300559.SZ	20200325	30.08	1.0566	1.9334	0.52	64.6538	39.5705	8.3303	20.5181	13.7432	0.315	0.315	26635.3495	16246.2675	8878.4975	801191.313	488687.7264
300559.SZ	20200324	29.7	1.9825	3.6276	0.95	63.8371	39.0706	8.2251	20.2589	13.5696	0.3191	0.3191	26635.3495	16246.2675	8878.4975	791069.8802	482514.1448
300559.SZ	20200323	29.91	1.7097	3.1285	0.82	64.2884	39.3469	8.2832	20.4021	13.6655	0.3168	0.3168	26635.3495	16246.2675	8878.4975	796663.3035	485925.8609
300559.SZ	20200320	30.28	1.6582	3.0342	0.78	65.0837	39.8336	8.3857	20.6545	13.8346	0.3129	0.3129	26635.3495	16246.2675	8878.4975	806518.3829	491936.9799
300559.SZ	20200319	29.94	2.5077	4.5887	1.29	64.3529	39.3863	8.2915	20.4226	13.6792	0.3165	0.3165	26635.3495	16246.2675	8878.4975	797462.364	486413.249
300559.SZ	20200318	28.78	2.2263	4.0738	1.23	61.8596	37.8603	7.9703	19.6313	13.1493	0.3293	0.3293	26635.3495	16246.2675	8878.4975	766565.3586	467567.5787
300559.SZ	20200317	28.26	2.3321	4.2673	1.29	60.7419	37.1763	7.8263	19.2766	12.9117	0.3353	0.3353	26635.3495	16246.2675	8878.4975	752714.9769	459119.5196
300559.SZ	20200316	27.59	1.7164	3.1407	0.81	59.3018	36.2949	7.6407	18.8196	12.6056	0.3435	0.3435	26635.3495	16246.2675	8878.4975	734869.2927	448234.5203
300559.SZ	20200313	29.3	1.8864	3.4518	0.9	62.9773	38.5444	8.1143	19.986	13.3868	0.3234	0.3234	26635.3495	16246.2675	8878.4975	780415.7404	476015.6378
300559.SZ	20200312	29.41	1.5491	2.8346	0.63	63.2137	38.6891	8.1447	20.0611	13.4371	0.3222	0.3222	26635.3495	16246.2675	8878.4975	783345.6288	477802.7272
300559.SZ	20200311	29.97	1.5355	2.8098	0.53	64.4174	39.4258	8.2998	20.443	13.693	0.3162	0.3162	26635.3495	16246.2675	8878.4975	798261.4245	486900.637
300559.SZ	20200310	30.75	2.3197	4.2447	0.7	66.0939	40.4519	8.5158	20.9751	14.0493	0.3082	0.3082	26635.3495	16246.2675	8878.4975	819036.9971	499572.7256
300559.SZ	20200309	29.45	3.3484	6.1271	0.95	63.2997	38.7417	8.1558	20.0883	13.4554	0.3218	0.3218	26635.3495	16246.2675	8878.4975	784411.0428	478452.5779
300559.SZ	20200306	32.05	1.6797	3.0735	0.41	68.8881	42.1621	8.8759	21.8618	14.6433	0.2957	0.2957	26635.3495	16246.2675	8878.4975	853662.9515	520692.8734
300559.SZ	20200305	32.14	3.488	6.3825	0.77	69.0816	42.2804	8.9008	21.9232	14.6844	0.2948	0.2948	26635.3495	16246.2675	8878.4975	856060.1329	522155.0375
300559.SZ	20200304	32.68	3.6679	6.7118	0.84	70.2423	42.9908	9.0503	22.2916	14.9311	0.29	0.29	26635.3495	16246.2675	8878.4975	870443.2217	530928.0219
300559.SZ	20200303	33.56	4.3854	8.0246	0.95	72.1337	44.1485	9.294	22.8918	15.3332	0.2824	0.2824	26635.3495	16246.2675	8878.4975	893882.3292	545224.7373
