ts_code	trade_date	close	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv
300559.SZ	20200302	33.93	4.3495	7.9588	0.96	72.929	44.6352	9.3965	23.1442	15.5022	0.2793	0.2793	26635.3495	16246.2675	8878.4975	903737.4085	551235.8563
300559.SZ	20200228	33.5	4.7079	8.6147	1.06	72.0048	44.0695	9.2774	22.8509	15.3058	0.2829	0.2829	26635.3495	16246.2675	8878.4975	892284.2083	544249.9613
300559.SZ	20200227	35.27	5.5348	10.1278	1.31	75.8092	46.5108	10.3485	24.0583	17.1253	0.2687	0.2687	26635.3495	16246.2675	8878.4975	939428.7769	573005.8547
300559.SZ	20200226	32.92	2.7645	5.0586	0.57	70.7581	43.4118	9.659	22.4553	15.9842	0.2878	0.2878	26635.3495	16246.2675	8878.4975	876835.7055	534827.1261
300559.SZ	20200225	34.03	5.6181	10.2802	1.15	73.144	44.8756	9.9846	23.2124	16.5232	0.2785	0.2785	26635.3495	16246.2675	8878.4975	906400.9435	552860.483
300559.SZ	20200224	34.84	3.9376	7.2053	0.85	74.885	45.9438	10.2223	23.7649	16.9165	0.272	0.272	26635.3495	16246.2675	8878.4975	927975.5766	566019.9597
300559.SZ	20200221	35.28	4.4288	8.104	1.0	75.8307	46.524	10.3514	24.0651	17.1301	0.2686	0.2686	26635.3495	16246.2675	8878.4975	939695.1304	573168.3174
300559.SZ	20200220	34.59	4.3397	7.941	0.97	74.3476	45.6141	10.1489	23.5944	16.7951	0.2739	0.2739	26635.3495	16246.2675	8878.4975	921316.7392	561958.3928
300559.SZ	20200219	34.24	5.8964	10.7895	1.38	73.5953	45.1525	10.0462	23.3557	16.6252	0.2767	0.2767	26635.3495	16246.2675	8878.4975	911994.3669	556272.1992
300559.SZ	20200218	34.62	5.9026	10.8008	1.43	74.4121	45.6536	10.1577	23.6149	16.8097	0.2737	0.2737	26635.3495	16246.2675	8878.4975	922115.7997	562445.7809
300559.SZ	20200217	32.25	2.6601	4.8676	0.52	69.318	42.5283	9.4624	21.9983	15.6589	0.2938	0.2938	26635.3495	16246.2675	8878.4975	858990.0214	523942.1269
300559.SZ	20200214	31.55	3.3355	6.1035	0.51	67.8134	41.6052	9.257	21.5208	15.319	0.3003	0.3003	26635.3495	16246.2675	8878.4975	840345.2767	512569.7396
300559.SZ	20200213	32.34	4.6747	8.554	0.64	69.5115	42.647	9.4888	22.0597	15.7026	0.293	0.293	26635.3495	16246.2675	8878.4975	861387.2028	525404.291
300559.SZ	20200212	33.99	4.8544	8.8827	0.62	73.058	44.8229	9.9729	23.1851	16.5038	0.2788	0.2788	26635.3495	16246.2675	8878.4975	905335.5295	552210.6323
300559.SZ	20200211	32.81	5.0928	9.3191	0.65	70.5217	43.2668	9.6267	22.3802	15.9308	0.2888	0.2888	26635.3495	16246.2675	8878.4975	873905.8171	533040.0367
300559.SZ	20200210	33.7	7.8644	14.3906	1.12	72.4346	44.4404	9.8878	22.9873	16.363	0.2812	0.2812	26635.3495	16246.2675	8878.4975	897611.2782	547499.2148
300559.SZ	20200207	35.52	10.34	18.9205	1.86	76.3466	46.8405	10.4218	24.2288	17.2467	0.2668	0.2668	26635.3495	16246.2675	8878.4975	946087.6142	577067.4216
300559.SZ	20200206	34.52	8.2689	15.1308	1.81	74.1972	45.5218	10.1284	23.5467	16.7611	0.2745	0.2745	26635.3495	16246.2675	8878.4975	919452.2647	560821.1541
300559.SZ	20200205	31.38	7.3048	13.3666	1.9	67.4481	41.381	9.2071	21.4048	15.2365	0.302	0.302	26635.3495	16246.2675	8878.4975	835817.2673	509807.8742
300559.SZ	20200204	30.46	5.6758	10.3858	1.43	65.4706	40.1678	8.9372	20.7773	14.7898	0.3111	0.3111	26635.3495	16246.2675	8878.4975	811312.7458	494861.3081
300559.SZ	20200203	27.71	3.4616	6.3955	0.96	59.5598	36.5414	8.1303	18.9015	13.4545	0.342	0.342	26635.3495	16060.8531	8693.0831	738065.5346	445046.2394
300559.SZ	20200123	28.47	3.21	5.9307	0.98	61.1933	37.5436	8.3533	19.4199	13.8236	0.3328	0.3328	26635.3495	16060.8531	8693.0831	758308.4003	457252.4878
300559.SZ	20200122	30.01	3.2985	6.0941	1.07	64.5034	39.5744	8.8051	20.4703	14.5713	0.3158	0.3158	26635.3495	16060.8531	8693.0831	799326.8385	481986.2015
300559.SZ	20200121	28.9	3.7088	6.8521	1.32	62.1175	38.1106	8.4795	19.7132	14.0323	0.3279	0.3279	26635.3495	16060.8531	8693.0831	769761.6006	464158.6546
300559.SZ	20200120	29.28	6.3477	11.7276	3.23	62.9343	38.6117	8.591	19.9724	14.2168	0.3236	0.3236	26635.3495	16060.8531	8693.0831	779883.0334	470261.7788
300559.SZ	20200117	32.49	1.5221	2.8122	0.69	69.8339	42.8448	9.5328	22.162	15.7755	0.2917	0.2917	26635.3495	16060.8531	8693.0831	865382.5053	521817.1172
300559.SZ	20200116	32.38	1.5679	2.8967	0.54	69.5974	42.6997	9.5005	22.0869	15.722	0.2926	0.2926	26635.3495	16060.8531	8693.0831	862452.6168	520050.4234
300559.SZ	20200115	32.79	2.2813	4.2148	0.58	70.4787	43.2404	9.6208	22.3666	15.9211	0.289	0.289	26635.3495	16060.8531	8693.0831	873373.1101	526635.3731
300559.SZ	20200114	32.1	2.3404	4.324	0.56	68.9956	42.3305	9.4184	21.8959	15.5861	0.2952	0.2952	26635.3495	16060.8531	8693.0831	854994.719	515553.3845
300559.SZ	20200113	33.28	2.1239	3.924	0.49	71.5319	43.8866	9.7646	22.7008	16.159	0.2847	0.2847	26635.3495	16060.8531	8693.0831	886424.4314	534505.1912
300559.SZ	20200110	33.18	2.6736	4.9395	0.63	71.317	43.7547	9.7352	22.6326	16.1105	0.2856	0.2856	26635.3495	16060.8531	8693.0831	883760.8964	532899.1059
300559.SZ	20200109	33.88	5.1046	9.431	1.35	72.8215	44.6778	9.9406	23.1101	16.4504	0.2797	0.2797	26635.3495	16060.8531	8693.0831	902405.6411	544141.703
300559.SZ	20200108	33.73	7.5739	13.9931	2.56	72.4991	44.48	9.8966	23.0078	16.3775	0.2809	0.2809	26635.3495	16060.8531	8693.0831	898410.3386	541732.5751
300559.SZ	20200107	30.66	3.5095	6.4839	1.34	65.9005	40.4316	8.9959	20.9137	14.8869	0.3091	0.3091	26635.3495	16060.8531	8693.0831	816639.8157	492425.756
300559.SZ	20200106	29.99	2.6445	4.8859	1.1	64.4604	39.548	8.7993	20.4567	14.5616	0.316	0.316	26635.3495	16060.8531	8693.0831	798794.1315	481664.9845
300559.SZ	20200103	29.1	2.3196	4.2855	1.06	62.5474	38.3744	8.5381	19.8496	14.1294	0.3256	0.3256	26635.3495	16060.8531	8693.0831	775088.6705	467370.8252
300559.SZ	20200102	29.4	2.8755	5.3126	1.5	63.1922	38.77	8.6262	20.0542	14.2751	0.3223	0.3223	26635.3495	16060.8531	8693.0831	783079.2753	472189.0811
300559.SZ	20191231	29.3	3.4549	6.3831	2.29	62.9773	38.6381	8.5968	19.986	14.2266	0.1882	0.3234	26635.3495	16060.8531	8693.0831	780415.7404	470582.9958
300559.SZ	20191230	29.2	1.7795	3.2877	1.19	62.7624	38.5062	8.5675	19.9178	14.178	0.1888	0.3245	26635.3495	16060.8531	8693.0831	777752.2054	468976.9105
300559.SZ	20191227	29.1	1.6422	3.034	1.09	62.5474	38.3744	8.5381	19.8496	14.1294	0.1895	0.3256	26635.3495	16060.8531	8693.0831	775088.6705	467370.8252
300559.SZ	20191226	29.53	1.2293	2.2711	0.8	63.4717	38.9414	8.6643	20.1429	14.3382	0.1867	0.3209	26635.3495	16060.8531	8693.0831	786541.8707	474276.992
300559.SZ	20191225	29.84	1.4823	2.7387	0.86	64.138	39.3502	8.7553	20.3544	14.4888	0.1848	0.3176	26635.3495	16060.8531	8693.0831	794798.8291	479255.8565
300559.SZ	20191224	29.44	1.4218	2.6268	0.73	63.2782	38.8227	8.6379	20.0815	14.2945	0.1873	0.3219	26635.3495	16060.8531	8693.0831	784144.6893	472831.5153
300559.SZ	20191223	28.37	1.6848	3.1128	0.76	60.9784	37.4117	8.3239	19.3517	13.775	0.1944	0.334	26635.3495	16060.8531	8693.0831	755644.8653	455646.4024
300559.SZ	20191220	29.23	1.6875	3.1177	0.76	62.8416	38.5549	8.5745	19.943	14.1959	0.1886	0.3242	26641.61	16060.8531	8693.0831	778734.2603	469458.7361
300559.SZ	20191219	29.28	1.4512	2.6811	0.62	62.9491	38.6208	8.5892	19.9771	14.2202	0.1883	0.3236	26641.61	16060.8531	8693.0831	780066.3408	470261.7788
300559.SZ	20191218	29.3	2.4079	4.4487	1.0	62.9921	38.6472	8.595	19.9907	14.2299	0.1881	0.3233	26641.61	16060.8531	8693.0831	780599.173	470582.9958
300559.SZ	20191217	28.8	2.4516	4.5295	1.11	61.9172	37.9877	8.4484	19.6496	13.9871	0.1914	0.3289	26641.61	16060.8531	8693.0831	767278.368	462552.5693
300559.SZ	20191216	28.5	3.0233	5.5857	1.46	61.2722	37.592	8.3604	19.4449	13.8414	0.1934	0.3324	26641.61	16060.8531	8693.0831	759285.885	457734.3134
300559.SZ	20191213	26.9	1.748	3.2295	0.9	57.8323	35.4816	7.891	18.3533	13.0643	0.2049	0.3522	26641.61	16060.8531	8693.0831	716659.309	432036.9484
300559.SZ	20191212	26.4	2.154	3.9796	1.21	56.7574	34.8221	7.7443	18.0121	12.8215	0.2088	0.3589	26641.61	16060.8531	8693.0831	703338.504	424006.5218
300559.SZ	20191211	27.3	2.6529	4.9014	1.75	58.6923	36.0092	8.0083	18.6262	13.2586	0.2019	0.347	26641.61	16060.8531	8693.0831	727315.953	438461.2896
300559.SZ	20191210	28.49	1.4845	2.7426	1.04	61.2507	37.5788	8.3574	19.4381	13.8365	0.1935	0.3325	26641.61	16060.8531	8693.0831	759019.4689	457573.7048
300559.SZ	20191209	28.35	2.3418	4.3266	1.91	60.9497	37.3941	8.3163	19.3426	13.7685	0.1945	0.3342	26641.61	16060.8531	8693.0831	755289.6435	455325.1854
300559.SZ	20191206	27.45	1.0353	1.9127	0.78	59.0148	36.207	8.0523	18.7285	13.3314	0.2008	0.3451	26641.61	16060.8531	8693.0831	731312.1945	440870.4176
300559.SZ	20191205	27.29	1.3803	2.5501	1.1	58.6708	35.996	8.0054	18.6193	13.2537	0.202	0.3471	26641.61	16060.8531	8693.0831	727049.5369	438300.6811
300559.SZ	20191204	26.92	1.3243	2.4467	1.06	57.8753	35.5079	7.8969	18.3669	13.074	0.2048	0.3519	26641.61	16060.8531	8693.0831	717192.1412	432358.1655
300559.SZ	20191203	27.21	1.0354	1.913	0.8	58.4988	35.8905	7.9819	18.5648	13.2149	0.2026	0.3482	26641.61	16060.8531	8693.0831	724918.2081	437015.8129
300559.SZ	20191202	27.31	1.3407	2.4769	1.04	58.7138	36.0224	8.0113	18.633	13.2634	0.2019	0.3469	26641.61	16060.8531	8693.0831	727582.3691	438621.8982
300559.SZ	20191129	27.29	1.5927	2.9426	1.16	58.6708	35.996	8.0054	18.6193	13.2537	0.2	0.35	26641.61	16060.8531	8693.0831	727049.5369	438300.6811
300559.SZ	20191128	27.01	0.9673	1.7871	0.67	58.0688	35.6267	7.9233	18.4283	13.1177	0.2	0.35	26641.61	16060.8531	8693.0831	719589.8861	433803.6422
300559.SZ	20191127	27.1	1.3135	2.4267	0.84	58.2623	35.7454	7.9497	18.4897	13.1614	0.2	0.35	26641.61	16060.8531	8693.0831	721987.631	435249.119
300559.SZ	20191126	27.15	1.274	2.3538	0.79	58.3698	35.8113	7.9643	18.5238	13.1857	0.2	0.35	26641.61	16060.8531	8693.0831	723319.7115	436052.1617
300559.SZ	20191125	27.44	1.2771	2.3594	0.78	58.9933	36.1938	8.0494	18.7217	13.3266	0.2	0.35	26641.61	16060.8531	8693.0831	731045.7784	440709.8091
300559.SZ	20191122	27.99	2.0185	3.7292	1.26	60.1757	36.9193	8.2107	19.0969	13.5937	0.2	0.34	26641.61	16060.8531	8693.0831	745698.6639	449543.2783
300559.SZ	20191121	28.53	1.308	2.4167	0.69	61.3367	37.6316	8.3692	19.4654	13.8559	0.19	0.33	26641.61	16060.8531	8693.0831	760085.1333	458216.1389
300559.SZ	20191120	28.82	1.895	3.5012	1.06	61.9602	38.0141	8.4542	19.6632	13.9968	0.19	0.33	26641.61	16060.8531	8693.0831	767811.2002	462873.7863
300559.SZ	20191119	29.55	1.5174	2.8035	0.87	63.5296	38.977	8.6684	20.1613	14.3513	0.19	0.32	26641.61	16060.8531	8693.0831	787259.5755	474598.2091
300559.SZ	20191118	29.6	1.4669	2.7102	0.78	63.6371	39.0429	8.683	20.1954	14.3756	0.19	0.32	26641.61	16060.8531	8693.0831	788591.656	475401.2518
300559.SZ	20191115	29.37	1.8361	3.3923	0.92	63.1426	38.7395	8.6156	20.0385	14.2639	0.19	0.32	26641.61	16060.8531	8693.0831	782464.0857	471707.2555
300559.SZ	20191114	29.11	2.7261	5.0366	1.53	62.5836	38.3966	8.5393	19.8611	14.1376	0.19	0.33	26641.61	16060.8531	8693.0831	775537.2671	467531.4337
300559.SZ	20191113	27.61	1.4173	2.6186	0.69	59.3588	36.4181	8.0993	18.8377	13.4091	0.2	0.34	26641.61	16060.8531	8693.0831	735574.8521	443440.1541
300559.SZ	20191112	28.04	1.274	2.3615	0.55	60.2832	36.9852	8.2254	19.131	13.618	0.2	0.34	26641.61	15998.9701	8631.2001	747030.7444	448611.1216
300559.SZ	20191111	28.02	2.1173	3.951	0.75	60.2402	36.9589	8.2195	19.1174	13.6083	0.2	0.34	26641.61	15998.9701	8573.7726	746497.9122	448291.1422
300559.SZ	20191108	28.97	2.4551	4.5648	0.88	62.2826	38.2119	8.4982	19.7656	14.0696	0.19	0.33	26641.61	15941.5426	8573.7726	771807.4417	461826.4891
300559.SZ	20191107	28.31	1.6779	3.1198	0.58	60.8637	37.3414	8.3046	19.3153	13.7491	0.19	0.33	26641.61	15941.5426	8573.7726	754223.9791	451305.071
300559.SZ	20191106	28.5	2.8588	5.3155	1.08	61.2722	37.592	8.3604	19.4449	13.8414	0.19	0.33	26641.61	15941.5426	8573.7726	759285.885	454333.9641
300559.SZ	20191105	28.02	2.5839	4.8044	0.92	60.2402	36.9589	8.2195	19.1174	13.6083	0.2	0.34	26641.61	15941.5426	8573.7726	746497.9122	446682.0237
300559.SZ	20191104	28.58	4.5342	8.4306	1.89	61.4442	37.6975	8.3838	19.4995	13.8802	0.19	0.33	26641.61	15941.5426	8573.7726	761417.2138	455609.2875
300559.SZ	20191101	26.7	2.2888	4.2556	0.99	57.4024	35.2178	7.8323	18.2168	12.9672	0.21	0.35	26641.61	15941.5426	8573.7726	711330.987	425639.1874
300559.SZ	20191031	26.68	2.6733	4.3	1.07	57.3594	35.1914	7.8265	18.2032	12.9575	0.21	0.36	26641.61	13790.8716	8573.7726	710798.1548	367940.4543
300559.SZ	20191030	26.93	1.7494	2.8139	0.7	57.8968	35.5211	7.8998	18.3737	13.0789	0.2	0.35	26641.61	13790.8716	8573.7726	717458.5573	371388.1722
300559.SZ	20191029	27.47	3.9723	6.7476	1.71	59.0578	36.2334	8.0582	18.7421	13.3411	0.2	0.34	26641.61	13790.8716	8118.5933	731845.0267	378835.2429
300559.SZ	20191028	27.9	2.6332	4.7543	1.25	59.9822	43.6353	8.7696	19.0355	14.3318	0.2	0.34	26641.61	14658.3386	8118.5933	743300.919	408967.6469
300559.SZ	20191025	27.66	1.9977	3.6069	0.91	59.4663	43.2599	8.6941	18.8718	14.2085	0.2	0.34	26641.61	14658.3386	8118.5933	736906.9326	405449.6457
300559.SZ	20191024	27.65	1.7187	3.1031	0.71	59.4448	43.2443	8.691	18.865	14.2034	0.2	0.34	26641.61	14658.3386	8118.5933	736640.5165	405303.0623
300559.SZ	20191023	27.92	1.749	3.1578	0.66	60.0252	43.6665	8.7758	19.0492	14.3421	0.2	0.34	26641.61	14658.3386	8118.5933	743833.7512	409260.8137
300559.SZ	20191022	28.98	2.8087	5.0712	0.93	62.3041	45.3244	9.109	19.7724	14.8866	0.19	0.33	26641.61	14658.3386	8118.5933	772073.8578	424798.6526
300559.SZ	20191021	28.99	2.2427	4.0493	0.69	62.3256	45.34	9.1122	19.7792	14.8917	0.19	0.33	26641.61	14658.3386	8118.5933	772340.2739	424945.236
300559.SZ	20191018	29.83	2.5157	4.5421	0.69	64.1316	46.6537	9.3762	20.3523	15.3232	0.18	0.32	26641.61	14658.3386	8118.5933	794719.2263	437258.2404
300559.SZ	20191017	30.58	2.8438	5.1346	0.64	65.744	47.8267	9.6119	20.864	15.7085	0.18	0.31	26641.61	14658.3386	8118.5933	814700.4338	448251.9944
300559.SZ	20191016	30.08	2.7939	5.0445	0.6	64.669	47.0447	9.4548	20.5229	15.4517	0.18	0.31	26641.61	14658.3386	8118.5933	801379.6288	440922.8251
300559.SZ	20191015	30.09	4.746	8.569	1.13	64.6905	47.0604	9.4579	20.5297	15.4568	0.18	0.31	26641.61	14658.3386	8118.5933	801646.0449	441069.4085
300559.SZ	20191014	29.68	3.4597	6.2465	0.89	63.8091	46.4191	9.329	20.25	15.2462	0.19	0.32	26641.61	14658.3386	8118.5933	790722.9848	435059.4896
300559.SZ	20191011	29.75	4.342	7.8396	1.19	63.9596	46.5286	9.351	20.2977	15.2821	0.19	0.32	26641.61	14658.3386	8118.5933	792587.8975	436085.5734
300559.SZ	20191010	29.65	7.0095	12.6559	2.11	63.7446	46.3722	9.3196	20.2295	15.2308	0.19	0.32	26641.61	14658.3386	8118.5933	789923.7365	434619.7395
300559.SZ	20191009	26.95	3.5669	6.4402	1.08	57.9398	42.1495	8.4709	18.3874	13.8438	0.2	0.35	26641.61	14658.3386	8118.5933	717991.3895	395042.2253
300559.SZ	20191008	25.16	2.6411	4.7686	0.81	54.0915	39.3499	7.9083	17.1661	12.9243	0.22	0.38	26641.61	14658.3386	8118.5933	670302.9076	368803.7992
300559.SZ	20190930	25.7	1.9291	3.4831	0.58	55.2525	40.1945	8.078	17.5345	13.2017	0.21	0.37	26641.61	14658.3386	8118.5933	684689.377	376719.302
300559.SZ	20190927	25.5	3.092	5.5826	1.02	54.8225	39.8817	8.0152	17.3981	13.099	0.2162	0.3715	26641.61	14658.3386	8118.5933	679361.055	373787.6343
300559.SZ	20190926	24.55	5.3793	9.7124	2.34	52.7801	38.3959	7.7166	16.7499	12.611	0.2246	0.3859	26641.61	14658.3386	8118.5933	654051.5255	359862.2126
300559.SZ	20190925	27.28	3.4214	6.1774	1.65	58.6493	42.6656	8.5747	18.6125	14.0133	0.2021	0.3473	26641.61	14658.3386	8118.5933	726783.1208	399879.477
300559.SZ	20190924	26.62	2.4835	4.484	1.15	57.2304	41.6333	8.3672	18.1622	13.6743	0.2071	0.3559	26641.61	14658.3386	8118.5933	709199.6582	390204.9735
300559.SZ	20190923	26.98	2.2095	3.9894	0.78	58.0043	42.1964	8.4804	18.4078	13.8592	0.2043	0.3511	26641.61	14658.3386	8118.5933	718790.6378	395481.9754
300559.SZ	20190920	26.55	1.718	3.1019	0.51	57.0799	41.5239	8.3452	18.1145	13.6384	0.2076	0.3568	26641.61	14658.3386	8118.5933	707334.7455	389178.8898
300559.SZ	20190919	26.88	1.6799	3.0331	0.46	57.7893	42.04	8.4489	18.3396	13.8079	0.2051	0.3524	26641.61	14658.3386	8118.5933	716126.4768	394016.1416
300559.SZ	20190918	27.34	2.2757	4.1088	0.57	58.7783	42.7594	8.5935	18.6535	14.0442	0.2016	0.3465	26641.61	14658.3386	8118.5933	728381.6174	400758.9773
300559.SZ	20190917	27.48	2.8986	5.2336	0.68	59.0793	42.9784	8.6375	18.749	14.1161	0.2006	0.3447	26641.61	14658.3386	8118.5933	732111.4428	402811.1447
300559.SZ	20190916	27.98	5.6031	10.1166	1.4	60.1542	43.7604	8.7947	19.0901	14.3729	0.197	0.3386	26641.61	14658.3386	8118.5933	745432.2478	410140.314
300559.SZ	20190912	29.1	4.2973	7.7589	1.01	62.5621	45.512	9.1467	19.8543	14.9483	0.1894	0.3256	26641.61	14658.3386	8118.5933	775270.851	426557.6533
300559.SZ	20190911	26.45	3.2178	5.8099	0.71	56.8649	41.3675	8.3138	18.0462	13.587	0.2084	0.3582	26641.61	14658.3386	8118.5933	704670.5845	387713.056
300559.SZ	20190910	27.21	3.9932	7.2098	0.85	58.4988	42.5561	8.5527	18.5648	13.9774	0.2026	0.3482	26641.61	14658.3386	8118.5933	724918.2081	398853.3933
300559.SZ	20190909	27.2	4.2108	7.6027	0.81	58.4773	42.5405	8.5495	18.5579	13.9723	0.2027	0.3483	26641.61	14658.3386	8118.5933	724651.792	398706.8099
300559.SZ	20190906	26.35	4.3476	7.8498	0.75	56.6499	41.2111	8.2824	17.978	13.5356	0.2092	0.3595	26641.61	14658.3386	8118.5933	702006.4235	386247.2221
300559.SZ	20190905	26.2	5.6044	10.1189	0.98	56.3274	40.9765	8.2352	17.8757	13.4586	0.2104	0.3616	26641.61	14658.3386	8118.5933	698010.182	384048.4713
300559.SZ	20190904	26.74	4.4412	8.0187	0.78	57.4884	41.821	8.4049	18.2441	13.736	0.2062	0.3543	26641.61	14658.3386	8118.5933	712396.6514	391963.9742
300559.SZ	20190903	27.1	4.9387	9.2188	1.01	58.2623	42.3841	8.5181	18.4897	13.9209	0.2034	0.3496	26641.61	14658.3386	7852.815	721987.631	397240.9761
300559.SZ	20190902	26.58	6.6038	12.3268	1.76	57.1444	41.5708	8.3546	18.1349	13.6538	0.2074	0.3564	26641.61	14658.3386	7852.815	708133.9938	389618.64
300559.SZ	20190830	25.85	7.4229	13.8558	2.87	55.5749	40.4291	8.1252	17.6369	13.2788	0.2133	0.3665	26641.61	14658.3386	7852.815	688685.6185	378918.0528
300559.SZ	20190829	23.5	5.0923	9.5055	2.74	50.5227	36.7537	7.3865	16.0335	12.0716	0.2346	0.4031	26641.61	14658.3386	7852.815	626077.835	344470.9571
300559.SZ	20190828	23.47	4.4287	8.2667	3.63	50.4582	36.7068	7.3771	16.013	12.0562	0.2349	0.4037	26641.61	14658.3386	7852.815	625278.5867	344031.2069
300559.SZ	20190827	21.34	1.0156	1.8957	0.8	45.8789	43.0256	7.4259	14.5598	13.3542	0.2583	0.4439	26641.61	14658.3387	7852.8151	568531.9574	312808.9479
300559.SZ	20190826	21.01	0.8229	1.536	0.58	45.1694	42.3603	7.3111	14.3346	13.1477	0.2624	0.4509	26641.61	14658.3387	7852.8151	559740.2261	307971.6961
300559.SZ	20190823	21.41	1.5857	2.9599	1.22	46.0294	43.1667	7.4503	14.6076	13.398	0.2575	0.4425	26641.61	14658.3387	7852.8151	570396.8701	313835.0316
300559.SZ	20190822	21.52	1.4374	2.6831	1.21	46.2659	43.3885	7.4886	14.6826	13.4669	0.2562	0.4402	26641.61	14658.3387	7852.8151	573327.4472	315447.4488
300559.SZ	20190821	21.15	1.2367	2.3084	1.1	45.4704	42.6425	7.3598	14.4302	13.2353	0.2606	0.4479	26641.61	14658.3387	7852.8151	563470.0515	310023.8635
300559.SZ	20190820	21.1	1.2777	2.3851	1.23	45.3629	42.5417	7.3424	14.396	13.2041	0.2613	0.449	26641.61	14658.3387	7852.8151	562137.971	309290.9466
300559.SZ	20190819	21.12	1.5429	2.8801	1.69	45.4059	42.582	7.3494	14.4097	13.2166	0.261	0.4486	26641.61	14658.3387	7852.8151	562670.8032	309584.1133
300559.SZ	20190816	20.56	0.9851	1.8389	1.07	44.202	41.453	7.1545	14.0276	12.8661	0.2681	0.4608	26641.61	14658.3387	7852.8151	547751.5016	301375.4437
300559.SZ	20190815	20.2	0.8745	1.6323	0.92	43.428	40.7271	7.0292	13.782	12.6408	0.2729	0.469	26641.61	14658.3387	7852.8151	538160.522	296098.4417
300559.SZ	20190814	20.09	0.9487	1.7708	1.05	43.1915	40.5054	6.9909	13.7069	12.572	0.2744	0.4716	26641.61	14658.3387	7852.8151	535229.9449	294486.0245
300559.SZ	20190813	20.2	0.8428	1.5732	0.78	43.428	40.7271	7.0292	13.782	12.6408	0.2729	0.469	26641.61	14658.3387	7852.8151	538160.522	296098.4417
300559.SZ	20190812	19.99	0.9128	1.704	0.84	42.9765	40.3037	6.9561	13.6387	12.5094	0.2758	0.4739	26641.61	14658.3387	7852.8151	532565.7839	293020.1906
300559.SZ	20190809	19.93	1.0351	1.9321	0.95	42.8475	40.1828	6.9353	13.5978	12.4719	0.2766	0.4753	26641.61	14658.3387	7852.8151	530967.2873	292140.6903
300559.SZ	20190808	19.78	0.9947	1.8568	0.85	42.525	39.8803	6.8831	13.4954	12.378	0.2787	0.479	26641.61	14658.3387	7852.8151	526971.0458	289941.9395
300559.SZ	20190807	19.52	0.7219	1.3475	0.59	41.9661	39.3561	6.7926	13.318	12.2153	0.2824	0.4853	26641.61	14658.3387	7852.8151	520044.2272	286130.7714
300559.SZ	20190806	19.65	1.7298	3.2288	1.45	42.2456	39.6182	6.8378	13.4067	12.2967	0.2805	0.4821	26641.61	14658.3387	7852.8151	523507.6365	288036.3555
300559.SZ	20190805	20.28	0.9816	1.8323	0.82	43.6	40.8884	7.0571	13.8366	12.6909	0.2718	0.4671	26641.61	14658.3387	7852.8151	540291.8508	297271.1088
300559.SZ	20190802	20.9	0.9994	1.8656	0.73	44.9329	42.1385	7.2728	14.2596	13.0789	0.2638	0.4533	26641.61	14658.3387	7852.8151	556809.649	306359.2788
300559.SZ	20190801	21.15	1.4423	2.6922	1.01	45.4704	42.6425	7.3598	14.4302	13.2353	0.2606	0.4479	26641.61	14658.3387	7852.8151	563470.0515	310023.8635
300559.SZ	20190731	21.36	1.0168	1.898	0.64	45.9219	43.0659	7.4329	14.5734	13.3668	0.2581	0.4435	26641.61	14658.3387	7852.8151	569064.7896	313102.1146
300559.SZ	20190730	21.68	1.5144	2.8269	1.02	46.6099	43.7111	7.5442	14.7918	13.567	0.2543	0.437	26641.61	14658.3387	7852.8151	577590.1048	317792.783
300559.SZ	20190729	21.63	1.0033	1.8728	0.67	46.5024	43.6103	7.5268	14.7577	13.5357	0.2549	0.438	26641.61	14658.3387	7852.8151	576258.0243	317059.8661
300559.SZ	20190726	21.52	1.8755	3.5009	1.41	46.2659	43.3885	7.4886	14.6826	13.4669	0.2562	0.4402	26641.61	14658.3387	7852.8151	573327.4472	315447.4488
300559.SZ	20190725	22.16	1.7056	3.1838	1.37	47.6418	44.6789	7.7113	15.1193	13.8674	0.2488	0.4275	26641.61	14658.3387	7852.8151	590378.0776	324828.7856
300559.SZ	20190724	22.86	1.7977	3.3557	1.77	49.1467	46.0902	7.9548	15.5969	14.3054	0.2412	0.4144	26641.61	14658.3387	7852.8151	609027.2046	335089.6227
300559.SZ	20190723	21.61	1.0746	2.0058	1.1	46.4594	43.57	7.5199	14.744	13.5232	0.2551	0.4384	26641.61	14658.3387	7852.8151	575725.1921	316766.6993
300559.SZ	20190722	21.45	1.0495	1.9591	0.98	46.1154	43.2474	7.4642	14.6348	13.4231	0.257	0.4417	26641.61	14658.3387	7852.8151	571462.5345	314421.3651
300559.SZ	20190719	22.18	1.0351	1.9321	0.93	47.6848	44.7192	7.7182	15.1329	13.8799	0.2485	0.4271	26641.61	14658.3387	7852.8151	590910.9098	325121.9524
300559.SZ	20190718	21.93	1.2861	2.4006	1.25	47.1473	44.2152	7.6312	14.9623	13.7235	0.2514	0.432	26641.61	14658.3387	7852.8151	584250.5073	321457.3677
300559.SZ	20190717	22.99	0.637	1.189	0.6	49.4262	46.3523	8.0001	15.6855	14.3868	0.2398	0.4121	26641.61	14658.3387	7852.8151	612490.6139	336995.2067
