ts_code	trade_date	close	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv
300595.SZ	20200310	59.9	1.3905	2.3978	0.88	112.0862	79.0094	18.2184	52.8726	37.4301	0.1296	0.1296	40463.868	28788.5929	16694.9373	2423785.6932	1724436.7147
300595.SZ	20200309	58.5	1.621	2.7953	0.98	109.4665	77.1627	17.7926	51.6369	36.5552	0.1327	0.1327	40463.868	28788.5929	16694.9373	2367136.278	1684132.6847
300595.SZ	20200306	61.43	1.3481	2.3247	0.77	114.9492	81.0275	18.6838	54.2231	38.3861	0.1264	0.1264	40463.868	28788.5929	16694.9373	2485695.4112	1768483.2618
300595.SZ	20200305	61.07	1.9998	3.4485	1.03	114.2755	80.5526	18.5743	53.9054	38.1612	0.1271	0.1271	40463.868	28788.5929	16694.9373	2471128.4188	1758119.3684
300595.SZ	20200304	58.95	1.3141	2.2661	0.65	110.3085	77.7563	17.9295	52.0341	36.8364	0.1317	0.1317	40463.868	28788.5929	16694.9373	2385345.0186	1697087.5515
300595.SZ	20200303	58.41	1.6272	2.8058	0.79	109.2981	77.044	17.7653	51.5574	36.499	0.1329	0.1329	40463.868	28788.5929	16694.9373	2363494.5299	1681541.7113
300595.SZ	20200302	59.11	1.9768	3.4087	0.99	110.6079	77.9673	17.9782	52.1753	36.9364	0.1313	0.1313	40463.868	28788.5929	16694.9373	2391819.2375	1701693.7263
300595.SZ	20200228	56.4	1.8506	3.1911	1.02	105.5369	74.3928	17.1539	49.7832	35.243	0.1376	0.1376	40463.868	28788.5929	16694.9373	2282162.1552	1623676.6396
300595.SZ	20200227	57.99	2.9484	5.0843	2.0	108.5122	76.49	17.6375	51.1867	36.2366	0.1339	0.1339	40463.868	28788.5929	16694.9373	2346499.7053	1669450.5023
300595.SZ	20200226	55.16	1.7517	3.0205	1.28	103.2166	72.7572	16.7768	48.6887	34.4682	0.1407	0.1407	40463.868	28788.5929	16694.9373	2231986.9589	1587978.7844
300595.SZ	20200225	56.0	1.8365	3.1669	1.42	104.7884	80.8944	17.9078	49.4302	36.9502	0.1386	0.1386	40463.868	28788.5929	16694.9373	2265976.608	1612161.2024
300595.SZ	20200224	57.2	1.6161	2.7867	1.33	107.0339	82.6279	18.2915	50.4894	37.742	0.1357	0.1357	40463.868	28788.5929	16694.9373	2314533.2496	1646707.5139
300595.SZ	20200221	57.45	0.9613	1.6577	0.71	107.5017	82.989	18.3715	50.7101	37.907	0.1351	0.1351	40463.868	28788.5929	16694.9373	2324649.2166	1653904.6621
300595.SZ	20200220	57.16	1.1902	2.0524	0.86	106.959	82.5701	18.2788	50.4541	37.7156	0.1358	0.1358	40463.868	28788.5929	16694.9373	2312914.6949	1645555.9702
300595.SZ	20200219	55.97	1.2406	2.1392	0.87	104.7323	80.8511	17.8982	49.4037	36.9305	0.1387	0.1387	40463.868	28788.5929	16694.9373	2264762.692	1611297.5446
300595.SZ	20200218	57.78	1.441	2.4971	0.88	108.1192	83.4657	18.477	51.0013	38.1247	0.1344	0.1344	40463.868	28788.5929	16613.7516	2338002.293	1663404.8978
300595.SZ	20200217	56.75	1.2475	2.1616	0.74	106.1918	81.9778	18.1476	50.0922	37.4451	0.1368	0.1368	40463.868	28788.5929	16613.7516	2296324.509	1633752.6471
300595.SZ	20200214	55.44	1.6554	2.8685	1.02	103.7405	80.0855	17.7287	48.9359	36.5807	0.14	0.14	40463.868	28788.5929	16613.7516	2243316.8419	1596039.5904
300595.SZ	20200213	54.55	1.309	2.2683	0.77	102.0752	78.7998	17.4441	48.1503	35.9935	0.1423	0.1423	40463.868	28788.5929	16613.7516	2207303.9994	1570417.7427
300595.SZ	20200212	55.62	1.4965	2.5932	0.84	104.0774	80.3455	17.7863	49.0947	36.6995	0.1396	0.1396	40463.868	28788.5929	16613.7516	2250600.3382	1601221.5371
300595.SZ	20200211	55.16	2.4887	4.3125	1.54	103.2166	79.681	17.6392	48.6887	36.396	0.1407	0.1407	40463.868	28788.5929	16613.7516	2231986.9589	1587978.7844
300595.SZ	20200210	52.17	1.5101	2.6168	0.86	97.6216	75.3618	16.683	46.0495	34.4231	0.1488	0.1488	40463.868	28788.5929	16613.7516	2110999.9936	1501900.8916
300595.SZ	20200207	51.35	1.2765	2.212	0.69	96.0872	74.1773	16.4208	45.3257	33.8821	0.1512	0.1512	40463.868	28788.5929	16613.7516	2077819.6218	1478294.2454
300595.SZ	20200206	51.86	1.7601	3.0499	1.03	97.0416	74.914	16.5839	45.7759	34.2186	0.1497	0.1497	40463.868	28788.5929	16613.7516	2098456.1945	1492976.4278
300595.SZ	20200205	50.12	1.8531	3.2111	1.19	93.7856	72.4005	16.0275	44.24	33.0705	0.1549	0.1549	40463.868	28788.5929	16613.7516	2028049.0642	1442884.2761
300595.SZ	20200204	50.79	1.7061	2.9564	1.16	95.0394	73.3683	16.2417	44.8314	33.5126	0.1528	0.1528	40463.868	28788.5929	16613.7516	2055159.8557	1462172.6334
300595.SZ	20200203	47.75	2.1836	3.7838	1.71	89.3508	68.9769	15.2696	42.148	31.5067	0.1626	0.1626	40463.868	28788.5929	16613.7516	1932149.697	1374655.311
300595.SZ	20200123	52.18	1.795	3.1103	1.44	97.6404	75.3762	16.6862	46.0583	34.4297	0.1488	0.1488	40463.868	28788.5929	16613.7516	2111404.6322	1502188.7775
300595.SZ	20200122	54.19	0.9867	1.7098	0.61	101.4015	78.2798	17.329	47.8325	35.756	0.1433	0.1433	40463.868	28788.5929	16613.7516	2192737.0069	1560053.8493
300595.SZ	20200121	53.9	1.1292	1.9567	0.68	100.8589	77.8609	17.2363	47.5765	35.5646	0.144	0.144	40463.868	28788.5929	16613.7516	2181002.4852	1551705.1573
300595.SZ	20200120	54.4	1.2913	2.2376	0.79	101.7945	78.5831	17.3962	48.0179	35.8945	0.1427	0.1427	40463.868	28788.5929	16613.7516	2201234.4192	1566099.4538
300595.SZ	20200117	53.48	1.1723	2.0313	0.72	100.0729	77.2542	17.102	47.2058	35.2875	0.1452	0.1452	40463.868	28788.5929	16613.7516	2164007.6606	1539613.9483
300595.SZ	20200116	52.86	1.8798	2.8321	1.02	98.9128	76.3585	16.9037	46.6585	34.8784	0.1469	0.1469	40463.868	25030.3703	16613.7516	2138920.0625	1323105.3741
300595.SZ	20200115	52.7	3.23	4.8669	2.16	98.6134	76.1274	16.8525	46.5173	34.7728	0.1473	0.1473	40463.868	25030.3703	16611.8316	2132445.8436	1319100.5148
300595.SZ	20200114	49.46	1.563	2.3549	0.86	92.5506	71.4471	15.8164	43.6574	32.635	0.157	0.157	40463.868	25028.4503	16611.8316	2001342.9113	1237907.1518
300595.SZ	20200113	50.03	1.4109	2.1257	0.78	93.6172	72.2705	15.9987	44.1606	33.0111	0.1552	0.1552	40463.868	25028.4503	16611.8316	2024407.316	1252173.3685
300595.SZ	20200110	50.11	1.2645	1.9052	0.71	93.7669	72.386	16.0243	44.2312	33.0639	0.1549	0.1549	40463.868	25028.4503	16611.8316	2027644.4255	1254175.6445
300595.SZ	20200109	50.0	1.7437	2.6271	0.99	93.5611	72.2271	15.9891	44.1341	32.9913	0.1553	0.1553	40463.868	25028.4503	16611.8316	2023193.4	1251422.515
300595.SZ	20200108	48.55	1.507	2.2705	0.84	90.8478	70.1326	15.5254	42.8542	32.0345	0.1599	0.1599	40463.868	25028.4503	16611.8316	1964520.7914	1215131.2621
300595.SZ	20200107	49.4	3.1821	4.7944	2.2	92.4384	71.3604	15.7972	43.6045	32.5954	0.1571	0.1571	40463.868	25028.4503	16611.8316	1998915.0792	1236405.4448
300595.SZ	20200106	46.55	1.3821	2.0823	0.94	87.1054	67.2435	14.8859	41.0888	30.7149	0.1668	0.1668	40463.868	25028.4503	16611.8316	1883593.0554	1165074.3615
300595.SZ	20200103	46.88	1.0395	1.5756	0.72	87.7229	67.7202	14.9914	41.3801	30.9326	0.1656	0.1656	40463.868	25028.4503	16512.6716	1896946.1318	1173333.7501
300595.SZ	20200102	47.4	1.6774	2.5425	1.17	88.6959	68.4713	15.1577	41.8391	31.2757	0.1638	0.1638	40463.868	25028.4503	16512.6716	1917987.3432	1186348.5442
300595.SZ	20191231	47.33	1.6519	2.5038	1.25	88.5649	68.3702	15.1353	41.7773	31.2296	0.1363	0.164	40463.868	25028.4503	16512.6716	1915154.8724	1184596.5527
300595.SZ	20191230	46.4	1.4761	2.2373	1.12	86.8247	67.0268	14.8379	40.9564	30.6159	0.139	0.1673	40463.868	25028.4503	16512.6716	1877523.4752	1161320.0939
300595.SZ	20191227	46.88	1.5355	2.3274	1.18	87.7229	67.7202	14.9914	41.3801	30.9326	0.1376	0.1656	40463.868	25028.4503	16512.6716	1896946.1318	1173333.7501
300595.SZ	20191226	47.44	0.8787	1.3309	0.59	88.6029	68.3995	15.3638	41.7952	31.2429	0.1363	0.1639	40387.348	25028.4503	16525.2581	1915975.7891	1187349.6822
300595.SZ	20191225	47.15	1.6329	2.4743	0.97	88.0613	67.9814	15.2699	41.5397	31.052	0.1371	0.165	40387.348	25041.0368	16525.2581	1904263.4582	1180684.8851
300595.SZ	20191224	48.53	1.0623	1.6097	0.62	90.6387	69.9711	15.7168	42.7555	31.9608	0.1332	0.1603	40387.348	25041.0368	16525.2581	1959997.9984	1215241.5159
300595.SZ	20191223	47.78	1.4909	2.2593	0.87	89.2379	68.8897	15.474	42.0948	31.4669	0.1353	0.1628	40387.348	25041.0368	16525.2581	1929707.4874	1196460.7383
300595.SZ	20191220	47.87	1.4605	2.2132	0.8	89.406	69.0195	15.5031	42.1741	31.5261	0.135	0.1625	40387.348	25041.0368	16525.2581	1933342.3488	1198714.4316
300595.SZ	20191219	49.14	1.7695	2.6813	1.04	91.778	70.8506	15.9144	43.2929	32.3625	0.1315	0.1583	40387.348	25041.0368	16525.2581	1984634.2807	1230516.5484
300595.SZ	20191218	49.71	2.6304	3.9859	1.89	92.8425	71.6724	16.099	43.7951	32.7379	0.13	0.1565	40387.348	25041.0368	16525.2581	2007655.0691	1244789.9393
300595.SZ	20191217	52.52	1.2008	1.8196	0.86	98.0907	75.7239	17.009	46.2708	34.5885	0.1231	0.1481	40387.348	25041.0368	16525.2581	2121143.517	1315155.2527
300595.SZ	20191216	53.18	1.4848	2.2499	1.05	99.3234	76.6755	17.2228	46.8522	35.0232	0.1215	0.1463	40387.348	25041.0368	16525.2581	2147799.1666	1331682.337
300595.SZ	20191213	52.49	2.0928	3.1713	1.66	98.0347	75.6807	16.9993	46.2443	34.5688	0.1231	0.1482	40387.348	25041.0368	16525.2581	2119931.8965	1314404.0216
300595.SZ	20191212	49.83	1.0609	1.6076	0.77	93.0667	71.8455	16.1379	43.9008	32.8169	0.1297	0.1561	40387.348	25041.0368	16525.2581	2012501.5508	1247794.8637
300595.SZ	20191211	50.59	1.1302	1.7126	0.71	94.4861	72.9412	16.384	44.5704	33.3175	0.1278	0.1537	40387.348	25041.0368	16525.2581	2043195.9353	1266826.0517
300595.SZ	20191210	50.42	1.2482	1.8915	0.63	94.1686	72.6961	16.3289	44.4206	33.2055	0.1282	0.1543	40387.348	25041.0368	16525.2581	2036330.0862	1262569.0755
300595.SZ	20191209	49.0	1.5521	2.352	0.78	91.5165	70.6487	15.8691	43.1696	32.2703	0.1319	0.1587	40387.348	25041.0368	16525.2581	1978980.052	1227010.8032
300595.SZ	20191206	50.14	1.3114	1.9872	0.56	93.6456	72.2924	16.2383	44.174	33.0211	0.1289	0.1551	40387.348	25041.0368	16525.2581	2025021.6287	1255557.5852
300595.SZ	20191205	49.66	1.6549	2.5198	0.72	92.7492	71.6003	16.0828	43.7511	32.705	0.1302	0.1566	40387.348	24809.1224	16293.3437	2005635.7017	1232021.0184
300595.SZ	20191204	49.18	2.2766	3.4668	1.03	91.8527	70.9083	15.9274	43.3282	32.3889	0.1314	0.1581	40387.348	24809.1224	16291.8857	1986249.7746	1220112.6396
300595.SZ	20191203	48.57	3.1061	4.7297	1.52	90.7134	70.0288	15.7298	42.7908	31.9871	0.1331	0.1601	40387.348	24807.6644	16291.8857	1961613.4924	1204908.2599
300595.SZ	20191202	47.79	1.6908	2.5746	0.75	89.2566	68.9042	15.4772	42.1036	31.4734	0.1353	0.1627	40387.348	24807.6644	16291.8857	1930111.3609	1185558.2817
300595.SZ	20191129	48.6	3.1474	4.7926	1.39	90.7694	70.072	15.7395	42.8172	32.0069	0.13	0.16	40387.348	24807.6644	16291.8857	1962825.1128	1205652.4898
300595.SZ	20191128	51.31	1.3423	2.0438	0.59	95.8308	73.9793	16.6172	45.2047	33.7916	0.13	0.15	40387.348	24807.6644	16291.8857	2072274.8259	1272881.2604
300595.SZ	20191127	51.85	1.7937	2.7313	0.85	96.8394	74.7579	16.7921	45.6805	34.1473	0.12	0.15	40387.348	24807.6644	16291.8857	2094083.9938	1286277.3991
300595.SZ	20191126	52.31	2.2579	3.4382	1.13	97.6985	75.4211	16.941	46.0858	34.4502	0.12	0.15	40387.348	24807.6644	16291.8857	2112662.1739	1297688.9248
300595.SZ	20191125	52.86	2.7239	4.1477	1.62	98.7257	76.2141	17.1192	46.5703	34.8124	0.12	0.15	40387.348	24807.6644	16291.8857	2134875.2153	1311333.1402
300595.SZ	20191122	54.65	3.2214	4.9052	2.45	102.0689	78.795	17.6989	48.1473	35.9913	0.12	0.14	40387.348	24807.6644	16291.8857	2207168.5682	1355738.8595
300595.SZ	20191121	58.7	1.297	1.9749	0.91	109.633	84.6343	19.0105	51.7154	38.6585	0.11	0.13	40387.348	24807.6644	16291.8857	2370737.3276	1456209.9003
300595.SZ	20191120	58.69	1.0431	1.5883	0.6	109.6143	84.6199	19.0072	51.7066	38.6519	0.11	0.13	40387.348	24807.6644	16291.8857	2370333.4541	1455961.8236
300595.SZ	20191119	58.87	1.6829	2.5713	1.09	109.9505	84.8794	19.0655	51.8652	38.7705	0.11	0.13	40387.348	24807.6644	16236.2657	2377603.1768	1460427.2032
300595.SZ	20191118	58.15	1.1789	1.8013	0.79	108.6058	83.8413	18.8324	51.2309	38.2963	0.11	0.13	40387.348	24807.6644	16236.2657	2348524.2862	1442565.6849
300595.SZ	20191115	56.88	1.3644	2.0847	0.96	106.2338	82.0102	18.4211	50.112	37.4599	0.11	0.14	40387.348	24807.6644	16236.2657	2297232.3542	1411059.9511
300595.SZ	20191114	57.0	1.857	2.8374	1.49	106.4579	82.1832	18.4599	50.2177	37.5389	0.11	0.14	40387.348	24807.6644	16236.2657	2302078.836	1414036.8708
300595.SZ	20191113	55.35	2.6082	3.9852	2.7	103.3763	79.8042	17.9256	48.764	36.4523	0.12	0.14	40387.348	24807.6644	16236.2657	2235439.7118	1373104.2245
300595.SZ	20191112	51.98	0.7425	1.1345	0.74	97.0822	74.9453	16.8342	45.795	34.2329	0.12	0.15	40387.348	24807.6644	16236.2657	2099334.349	1289502.3955
300595.SZ	20191111	51.59	0.9357	1.4296	0.81	96.3538	74.383	16.7079	45.4514	33.976	0.13	0.15	40387.348	24807.6644	16236.2657	2083583.2833	1279827.4064
300595.SZ	20191108	52.29	0.9752	1.4901	0.8	97.6612	75.3923	16.9346	46.0681	34.437	0.12	0.15	40387.348	24807.6644	16236.2657	2111854.4269	1297192.7715
300595.SZ	20191107	53.0	0.9746	1.4892	0.78	98.9872	76.416	17.1645	46.6937	34.9046	0.12	0.15	40387.348	24807.6644	16236.2657	2140529.444	1314806.2132
300595.SZ	20191106	52.39	1.2025	1.8373	0.98	97.8479	75.5365	16.9669	46.1562	34.5029	0.12	0.15	40387.348	24807.6644	16236.2657	2115893.1617	1299673.5379
300595.SZ	20191105	52.65	0.9002	1.3754	0.7	98.3335	75.9114	17.0511	46.3853	34.6741	0.12	0.15	40387.348	24807.6644	16236.2657	2126393.8722	1306123.5307
300595.SZ	20191104	52.5	1.7209	2.6294	1.24	98.0534	75.6951	17.0026	46.2531	34.5753	0.12	0.15	40387.348	24807.6644	16236.2657	2120335.77	1302402.381
300595.SZ	20191101	50.79	1.3232	2.0218	0.99	94.8596	73.2296	16.4488	44.7466	33.4492	0.13	0.15	40387.348	24807.6644	16236.2657	2051273.4049	1259981.2749
300595.SZ	20191031	51.15	1.065	1.6273	0.73	95.532	73.7486	16.5654	45.0638	33.6863	0.13	0.15	40387.348	24807.6644	16236.2657	2065812.8502	1268912.0341
300595.SZ	20191030	50.44	1.1059	1.6898	0.63	94.2059	72.725	16.3354	44.4383	33.2187	0.13	0.15	40387.348	24807.6644	16236.2657	2037137.8331	1251298.5923
300595.SZ	20191029	50.42	1.2151	1.8566	0.66	94.1686	72.6961	16.3289	44.4206	33.2055	0.13	0.15	40387.348	24807.6644	16236.2657	2036330.0862	1250802.439
300595.SZ	20191028	50.1	2.2204	3.3925	1.1	93.5709	72.2347	16.2253	44.1387	32.9948	0.13	0.16	40387.348	24807.6644	16236.2657	2023406.1348	1242863.9864
300595.SZ	20191025	47.77	1.0644	1.6293	0.52	89.2192	77.3544	17.2314	42.086	35.2603	0.14	0.16	40387.348	24807.6644	16206.7307	1929303.614	1185062.1284
300595.SZ	20191024	47.47	1.6729	2.5607	0.89	88.6589	76.8686	17.1232	41.8217	35.0388	0.14	0.16	40387.348	24807.6644	16206.7307	1917187.4096	1177619.8291
300595.SZ	20191023	47.4	2.5772	3.945	1.52	88.5282	76.7552	17.0979	41.76	34.9872	0.14	0.16	40387.348	24807.6644	16206.7307	1914360.2952	1175883.2926
300595.SZ	20191022	49.6	1.6918	2.5896	1.02	92.6371	80.3177	17.8915	43.6982	36.611	0.13	0.16	40387.348	24807.6644	16206.7307	2003212.4608	1230460.1542
300595.SZ	20191021	49.5	3.0655	4.6923	2.36	92.4503	80.1558	17.8554	43.6101	36.5372	0.13	0.16	40387.348	24807.6644	16206.7307	1999173.726	1227979.3878
300595.SZ	20191018	52.18	1.2316	1.8851	0.99	97.4557	84.4955	18.8222	45.9712	38.5154	0.12	0.15	40387.348	24807.6644	16206.7307	2107411.8186	1294463.9284
300595.SZ	20191017	51.99	0.8409	1.2872	0.65	97.1009	84.1879	18.7536	45.8038	38.3751	0.12	0.15	40387.348	24807.6644	16206.7307	2099738.2225	1289750.4722
300595.SZ	20191016	52.08	1.6558	2.5345	1.44	97.2689	84.3336	18.7861	45.8831	38.4416	0.12	0.15	40387.348	24807.6644	16206.7307	2103373.0838	1291983.162
300595.SZ	20191015	51.0	1.4986	2.2939	1.33	95.2518	82.5847	18.3965	44.9316	37.6444	0.13	0.15	40387.348	24807.6644	16206.7307	2059754.748	1265190.8844
300595.SZ	20191014	51.9	1.2573	1.9246	1.04	96.9328	84.0421	18.7212	45.7245	38.3087	0.12	0.15	40387.348	24807.6644	16206.7307	2096103.3612	1287517.7824
300595.SZ	20191011	51.89	0.9724	1.4885	0.8	96.9141	84.0259	18.7176	45.7157	38.3013	0.12	0.15	40387.348	24807.6644	16206.7307	2095699.4877	1287269.7057
300595.SZ	20191010	52.03	1.1336	1.7352	0.9	97.1756	84.2526	18.7681	45.8391	38.4047	0.12	0.15	40387.348	24807.6644	16206.7307	2101353.7164	1290742.7787
300595.SZ	20191009	50.12	0.8951	1.3701	0.72	93.6083	81.1597	18.0791	44.1563	36.9949	0.13	0.16	40387.348	24807.6644	16206.7307	2024213.8818	1243360.1397
300595.SZ	20191008	50.1	1.3779	2.1092	1.16	93.5709	81.1274	18.0719	44.1387	36.9801	0.13	0.16	40387.348	24807.6644	16206.7307	2023406.1348	1242863.9864
300595.SZ	20190930	49.69	1.6528	2.53	1.57	92.8052	80.4634	17.924	43.7775	36.6775	0.13	0.16	40387.348	24807.6644	16206.7307	2006847.3221	1232692.844
300595.SZ	20190927	48.25	1.054	1.6134	0.97	90.1157	78.1316	17.4045	42.5088	35.6146	0.134	0.1612	40387.348	24807.6644	16206.7307	1948689.541	1196969.8073
300595.SZ	20190926	46.83	1.2859	1.9684	1.14	87.4636	75.8322	16.8923	41.2578	34.5664	0.138	0.1661	40387.348	24807.6644	16206.7307	1891339.5068	1161742.9239
300595.SZ	20190925	47.65	0.8578	1.3131	0.69	88.9951	77.1601	17.1881	41.9802	35.1717	0.1357	0.1632	40387.348	24807.6644	16206.7307	1924457.1322	1182085.2087
300595.SZ	20190924	48.1	1.0972	1.6795	0.84	89.8356	77.8887	17.3504	42.3767	35.5038	0.1344	0.1617	40387.348	24807.6644	16206.7307	1942631.4388	1193248.6576
300595.SZ	20190923	47.4	0.9589	1.4677	0.6	88.5282	76.7552	17.0979	41.76	34.9872	0.1364	0.1641	40387.348	24807.6644	16206.7307	1914360.2952	1175883.2926
300595.SZ	20190920	47.49	1.2309	1.8842	0.76	88.6963	76.901	17.1304	41.8393	35.0536	0.1361	0.1638	40387.348	24807.6644	16206.7307	1917995.1565	1178115.9824
300595.SZ	20190919	47.01	1.5082	2.3085	0.91	87.7998	76.1237	16.9573	41.4164	34.6993	0.1375	0.1654	40387.348	24807.6644	16206.7307	1898609.2295	1166208.3034
300595.SZ	20190918	45.5	1.455	2.2272	0.9	84.9796	73.6785	16.4126	40.0861	33.5847	0.1421	0.1709	40387.348	24807.6644	16206.7307	1837624.334	1128748.7302
300595.SZ	20190917	44.4	1.3578	2.0784	0.83	82.9251	71.8973	16.0158	39.1169	32.7728	0.1456	0.1752	40387.348	24807.6644	16206.7307	1793198.2512	1101460.2994
300595.SZ	20190916	44.51	2.3938	3.6642	1.78	83.1306	72.0754	16.0555	39.2139	32.854	0.1452	0.1747	40387.348	24807.6644	16206.7307	1797640.8595	1104189.1424
300595.SZ	20190912	44.98	1.3668	2.0922	0.91	84.0084	72.8365	16.225	39.6279	33.2009	0.1437	0.1729	40387.348	24807.6644	16206.7307	1816622.913	1115848.7447
300595.SZ	20190911	45.31	1.6891	2.5854	1.24	84.6247	73.3709	16.344	39.9187	33.4445	0.1427	0.1717	40387.348	24807.6644	16206.7307	1829950.7379	1124035.274
300595.SZ	20190910	45.8	1.2964	1.9844	0.96	85.5399	74.1643	16.5208	40.3504	33.8061	0.1411	0.1698	40387.348	24807.6644	16206.7307	1849740.5384	1136191.0295
300595.SZ	20190909	45.09	1.4006	2.1438	1.02	84.2138	73.0146	16.2647	39.7248	33.2821	0.1434	0.1725	40387.348	24807.6644	16206.7307	1821065.5213	1118577.5878
300595.SZ	20190906	44.0	0.9854	1.5083	0.68	82.1781	71.2496	15.8715	38.7645	32.4775	0.1469	0.1768	40387.348	24807.6644	16206.7307	1777043.312	1091537.2336
300595.SZ	20190905	44.0	2.18	3.337	1.81	82.1781	71.2496	15.8715	38.7645	32.4775	0.1469	0.1768	40387.348	24807.6644	16206.7307	1777043.312	1091537.2336
300595.SZ	20190904	45.1	0.9695	1.4839	0.6	84.2325	73.0308	16.2683	39.7337	33.2895	0.1433	0.1725	40387.348	24807.6644	16206.7307	1821469.3948	1118825.6644
300595.SZ	20190903	45.31	1.1945	1.8285	0.7	84.6247	73.3709	16.344	39.9187	33.4445	0.1427	0.1717	40387.348	24807.6644	16206.7307	1829950.7379	1124035.274
300595.SZ	20190902	44.35	1.5073	2.3072	0.93	82.8318	71.8163	15.9978	39.0729	32.7359	0.1457	0.1754	40387.348	24807.6644	16206.7307	1791178.8838	1100219.9161
300595.SZ	20190830	42.43	1.426	2.1827	0.87	79.2458	68.7073	15.3052	37.3814	31.3187	0.1523	0.1833	40387.348	24807.6644	16206.7307	1713635.1756	1052589.2005
300595.SZ	20190829	42.2	0.9156	1.4015	0.52	78.8162	68.3348	15.2222	37.1787	31.1489	0.1532	0.1843	40387.348	24807.6644	16206.7307	1704346.0856	1046883.4377
300595.SZ	20190828	42.56	3.0023	4.5957	1.91	79.4886	68.9178	15.3521	37.4959	31.4146	0.1519	0.1827	40387.348	24807.6644	16206.7307	1718885.5309	1055814.1969
300595.SZ	20190827	41.12	1.6631	2.5457	0.99	76.7991	71.8534	15.7733	36.2272	33.0665	0.1572	0.1891	40387.348	24809.1224	16208.1887	1660727.7498	1020151.1131
300595.SZ	20190826	40.35	1.131	1.7312	0.56	75.361	70.5079	15.4779	35.5488	32.4473	0.1602	0.1928	40387.348	24809.1224	16208.1887	1629629.4918	1001048.0888
300595.SZ	20190823	40.31	1.523	2.3311	0.8	75.2863	70.438	15.4626	35.5136	32.4152	0.1604	0.1929	40387.348	24809.1224	16208.1887	1628013.9979	1000055.7239
300595.SZ	20190822	39.75	1.5011	2.2977	0.84	74.2404	69.4594	15.2477	35.0202	31.9649	0.1626	0.1957	40387.348	24809.1224	16208.1887	1605397.083	986162.6154
300595.SZ	20190821	40.19	2.0602	3.1535	1.36	75.0622	70.2283	15.4165	35.4079	32.3187	0.1608	0.1935	40387.348	24809.1224	16208.1887	1623167.5161	997078.6293
300595.SZ	20190820	41.79	2.2112	3.3846	1.59	78.0505	73.0241	16.0303	36.8175	33.6053	0.1547	0.1861	40387.348	24809.1224	16208.1887	1687787.2729	1036773.2251
300595.SZ	20190819	39.83	2.7332	4.1835	2.32	74.3898	69.5992	15.2784	35.0907	32.0292	0.1623	0.1953	40387.348	24809.1224	16208.1887	1608628.0708	988147.3452
300595.SZ	20190816	40.98	0.9563	1.4638	0.74	76.5377	71.6087	15.7196	36.1039	32.954	0.1577	0.1898	40387.348	24809.1224	16208.1887	1655073.521	1016677.836
300595.SZ	20190815	40.25	0.975	1.4924	0.68	75.1743	70.3331	15.4395	35.4607	32.3669	0.1606	0.1932	40387.348	24809.1224	16208.1887	1625590.757	998567.1766
300595.SZ	20190814	39.93	0.698	1.0684	0.45	74.5766	69.774	15.3168	35.1788	32.1096	0.1619	0.1948	40387.348	24809.1224	16208.1887	1612666.8056	990628.2574
300595.SZ	20190813	39.88	1.6024	2.4527	1.11	74.4832	69.6866	15.2976	35.1348	32.0694	0.1621	0.195	40387.348	24809.1224	16208.1887	1610647.4382	989387.8013
300595.SZ	20190812	39.6	1.6543	2.5321	1.28	73.9603	69.1973	15.1902	34.8881	31.8442	0.1632	0.1964	40387.348	24809.1224	16208.1887	1599338.9808	982441.247
300595.SZ	20190809	37.85	1.5337	2.3476	1.31	70.6918	66.1394	14.5189	33.3463	30.437	0.1708	0.2055	40387.348	24809.1224	16208.1887	1528661.1218	939025.2828
300595.SZ	20190808	37.54	1.6897	2.5863	1.68	70.1128	65.5977	14.4	33.0732	30.1877	0.1722	0.2072	40387.348	24809.1224	16208.1887	1516141.0439	931334.4549
300595.SZ	20190807	37.07	1.3373	2.0469	1.61	69.235	64.7764	14.2197	32.6591	29.8097	0.1744	0.2098	40387.348	24809.1224	16208.1887	1497158.9904	919674.1674
300595.SZ	20190806	35.78	1.0186	1.5591	1.24	66.8257	62.5222	13.7249	31.5226	28.7724	0.1807	0.2174	40387.348	24809.1224	16208.1887	1445059.3114	887670.3995
300595.SZ	20190805	36.16	0.8732	1.3365	0.91	67.5354	63.1862	13.8706	31.8574	29.078	0.1788	0.2151	40387.348	24809.1224	16208.1887	1460406.5037	897097.866
300595.SZ	20190802	36.94	0.9154	1.4012	0.93	68.9922	64.5492	14.1698	32.5446	29.7052	0.175	0.2106	40387.348	24809.1224	16208.1887	1491908.6351	916448.9815
300595.SZ	20190801	36.63	0.8938	1.3681	0.83	68.4132	64.0075	14.0509	32.2715	29.4559	0.1765	0.2123	40387.348	24809.1224	16208.1887	1479388.5572	908758.1535
300595.SZ	20190731	36.7	0.4616	0.7066	0.36	68.544	64.1298	14.0778	32.3332	29.5122	0.1761	0.2119	40387.348	24809.1224	16208.1887	1482215.6716	910494.7921
300595.SZ	20190730	36.95	0.9542	1.4605	0.77	69.0109	64.5667	14.1737	32.5534	29.7132	0.1749	0.2105	40387.348	24809.1224	16208.1887	1492312.5086	916697.0727
